date,mean autumn hypolimnetic density
1976,1000.1038
1977,1000.0884
1978,1000.0975
1979,1000.0939
1980,1000.0946
1981,1000.0971
1982,1000.1001
1983,1000.095
1984,1000.1032
1985,1000.1181
1986,1000.1174
1987,1000.097
1988,1000.1016
1989,1000.0886
1990,1000.0988
1991,1000.1044
1992,1000.1
1993,1000.0904
1994,1000.103
1995,1000.0844
1996,1000.0944
1997,1000.1205
1998,1000.09
1999,1000.0981
2000,1000.092
2021,1000.0747
