date,mean spring Secchi depth
1976,6.22
1977,5.48
1978,5.53
1979,5.72
1980,5.07
1981,2.79
1982,4.69
1983,3.89
1984,5.79
1985,7.65
1986,7.47
1987,4.32
1988,6.04
1989,5.51
1990,7.11
1991,8.15
1992,7.67
1993,9.41
1994,8.86
1995,6.95
1996,6.18
1997,8.15
1998,8.46
1999,6.41
2000,5.44
2003,6.8
2005,9.66
2006,6.64
2007,8.97
2017,9.16
2022,9.26
