date,mean late autumn hypolimnetic oxygen concentration
1976,9.25
1977,8.95
1978,9.2
1979,9.08
1980,9.24
1981,9.61
1982,9.73
1983,9.45
1984,9.29
1985,9.62
1986,9.89
1987,9.98
1988,9.88
1989,9.42
1990,9.56
1991,9.4
1992,9.73
1993,10.14
1994,10.06
1995,10.07
1996,9.97
1997,9.88
1998,9.75
1999,9.95
2000,9.93
