date,mean winter epilimnion 0-5 m oxygen concentration
1976,10.42
1977,10.47
1978,10.51
1979,10.07
1980,10.15
1981,10.33
1982,10.67
1983,10.81
1984,10.5
1985,10.13
1986,10.72
1987,10.68
1988,10.78
1989,10.62
1990,10.17
1991,10.49
1992,10.61
1993,10.54
1994,10.84
1995,10.96
1996,10.66
1997,10.83
1998,10.65
1999,10.8
2000,10.71
