date,mean spring bottom temperature
1976,5.27
1977,5.55
1978,5.24
1979,5.01
1980,5.22
1981,4.43
1982,4.67
1983,5.17
1984,4.81
1985,4.75
1986,4.51
1987,4.46
1988,5.11
1989,5.4
1990,5.37
1991,5.12
1992,4.9
1993,5.3
1994,5.49
1995,5.64
1996,5.23
1997,5.45
1998,5.7
1999,5.35
2000,5.3
2003,5.2
2005,4.63
2017,5.7
2022,5.95
