date,mean summer hypolimnetic oxygen concentration
1976,9.9
1977,9.63
1978,10.15
1979,10.04
1980,10.21
1981,10.18
1982,10.15
1983,10.29
1984,10.31
1985,10.31
1986,10.55
1987,10.48
1988,10.46
1989,10.01
1990,10.32
1991,10.1
1992,10.48
1993,10.61
1994,10.77
1995,10.74
1996,10.61
1997,10.54
1998,10.31
1999,10.68
2000,10.65
2008,10.18
