date,dhno3gas,dnh3gas,dnh4total,dno2gas,dno3total,dntotal
1990,216.939,837.4,1223.675,208.687,854.83,3341.53
1991,216.939,829.361,1215.094,207.375,839.525,3308.294
1992,216.939,821.322,1206.513,206.064,824.22,3275.057
1993,216.939,813.283,1197.932,204.752,808.915,3241.821
1994,216.939,805.244,1189.351,203.44,793.611,3208.584
1995,216.939,797.204,1180.77,202.128,778.306,3175.348
1996,216.939,789.165,1172.189,200.817,763.001,3142.111
1997,216.939,781.126,1163.608,199.505,747.696,3108.874
1998,216.939,773.087,1155.027,198.193,732.392,3075.638
1999,216.939,765.048,1146.446,196.882,717.087,3042.401
2000,216.939,757.008,1137.865,195.57,701.782,3009.165
2001,216.939,765.491,1069.274,194.265,650.19,2896.159
2002,216.939,773.974,1000.683,192.96,598.599,2783.154
2003,216.939,782.457,932.092,191.655,547.007,2670.149
2004,216.939,790.939,863.501,190.35,495.415,2557.144
2005,216.939,799.422,794.91,189.044,443.824,2444.139
2006,216.939,796.593,808.655,187.619,468.62,2478.424
2007,216.939,793.763,822.399,186.193,493.416,2512.71
2008,216.939,790.934,836.143,184.767,518.212,2546.995
2009,216.939,788.104,849.888,183.341,543.008,2581.28
2010,216.939,785.275,863.632,181.915,567.805,2615.566
2011,216.987,772.312,827.303,176.842,539.911,2533.355
2012,217.035,759.349,790.974,171.769,512.017,2451.144
2013,217.084,746.386,754.645,166.696,484.124,2368.934
2014,217.132,733.423,718.315,161.623,456.23,2286.723
2015,217.18,720.46,681.986,156.55,428.336,2204.513
2016,217.222,733.541,699.5,189.128,417.943,2257.333
2017,217.264,746.621,717.014,221.705,407.549,2310.153
2018,217.305,759.701,734.529,254.282,397.156,2362.973
2019,217.347,772.782,752.043,286.86,386.762,2415.794
2020,217.389,785.862,769.557,319.437,376.368,2468.614
