date,dhno3gas,dnh3gas,dnh4total,dno2gas,dno3total,dntotal
1990,14046.112,75406.0,107085.99,32013.854,78406.71,306937.06
1991,14046.112,74641.32,106710.96,31392.166,77233.2,304009.78
1992,14046.112,73876.64,106335.94,30770.48,76059.695,301082.47
1993,14046.112,73111.97,105960.91,30148.793,74886.18,298155.2
1994,14046.112,72347.29,105585.875,29527.111,73712.67,295227.9
1995,14046.112,71582.61,105210.84,28905.424,72539.164,292300.62
1996,14046.112,70817.93,104835.82,28283.738,71365.66,289373.3
1997,14046.112,70053.25,104460.79,27662.05,70192.15,286446.03
1998,14046.112,69288.58,104085.76,27040.367,69018.63,283518.75
1999,14046.112,68523.9,103710.734,26418.682,67845.125,280591.44
2000,14046.112,67759.22,103335.7,25796.996,66671.62,277664.16
2001,14046.112,67822.54,99148.05,25689.916,63334.316,270099.72
2002,14046.112,67885.85,94960.4,25582.836,59997.01,262535.28
2003,14046.112,67949.17,90772.74,25475.756,56659.71,254970.83
2004,14046.112,68012.484,86585.09,25368.676,53322.406,247406.39
2005,14046.112,68075.805,82397.44,25261.596,49985.105,239841.95
2006,14070.529,68073.164,82150.15,25057.744,50814.46,240247.25
2007,14094.949,68070.53,81902.85,24853.89,51643.816,240652.56
2008,14119.366,68067.89,81655.56,24650.04,52473.17,241057.89
2009,14143.785,68065.26,81408.266,24446.186,53302.527,241463.19
2010,14168.205,68062.62,81160.98,24242.334,54131.887,241868.52
2011,14173.477,68091.42,79230.2,23719.139,52358.92,237670.61
2012,14178.75,68120.22,77299.43,23195.945,50585.96,233472.69
2013,14184.025,68149.02,75368.664,22672.75,48812.996,229274.78
2014,14189.299,68177.82,73437.89,22149.557,47040.035,225076.86
2015,14194.573,68206.625,71507.12,21626.361,45267.074,220878.97
2016,14189.015,71819.68,71980.92,21011.492,43525.527,222642.94
2017,14183.458,75432.734,72454.73,20396.623,41783.98,224406.97
2018,14177.899,79045.79,72928.54,19781.754,40042.438,226170.94
2019,14172.341,82658.84,73402.34,19166.885,38300.89,227934.92
2020,14166.784,86271.9,73876.15,18552.016,36559.344,229698.92
