date,dhno3gas,dnh3gas,dnh4total,dno2gas,dno3total,dntotal
1990,13955.877,114763.484,141169.52,31400.502,100667.81,401958.53
1991,13955.877,113145.51,138399.69,31040.852,97947.39,394491.3
1992,13955.877,111527.555,135629.86,30681.197,95226.97,387024.06
1993,13955.877,109909.58,132860.03,30321.545,92506.55,379556.8
1994,13955.877,108291.625,130090.2,29961.895,89786.125,372089.6
1995,13955.877,106673.66,127320.375,29602.244,87065.7,364622.38
1996,13955.877,105055.69,124550.54,29242.588,84345.28,357155.12
1997,13955.877,103437.72,121780.73,28882.938,81624.86,349687.88
1998,13955.877,101819.76,119010.89,28523.287,78904.44,342220.66
1999,13955.877,100201.8,116241.06,28163.635,76184.016,334753.44
2000,13955.877,98583.83,113471.234,27803.984,73463.59,327286.2
2001,13955.877,99319.55,112826.21,27744.305,72260.93,326118.72
2002,13955.877,100055.266,112181.21,27684.623,71058.266,324951.28
2003,13955.877,100790.99,111536.195,27624.947,69855.59,323783.8
2004,13955.877,101526.71,110891.19,27565.268,68652.93,322616.38
2005,13955.877,102262.43,110246.17,27505.59,67450.266,321448.9
2006,13955.877,101553.125,107060.91,27279.395,66640.59,316520.0
2007,13955.877,100843.81,103875.64,27053.207,65830.92,311591.1
2008,13955.877,100134.51,100690.38,26827.012,65021.246,306662.2
2009,13955.877,99425.195,97505.12,26600.82,64211.57,301733.28
2010,13955.877,98715.89,94319.85,26374.627,63401.902,296804.38
2011,13955.877,98019.05,93392.68,25700.795,62145.547,293250.94
2012,13955.877,97322.195,92465.51,25026.96,60889.195,289697.5
2013,13955.877,96625.35,91538.336,24353.129,59632.844,286144.06
2014,13955.877,95928.5,90611.164,23679.295,58376.492,282590.62
2015,13955.877,95231.66,89683.99,23005.463,57120.14,279037.2
2016,13955.877,101386.21,89759.664,22539.555,54663.27,282391.5
2017,13955.877,107540.76,89835.336,22073.645,52206.4,285745.8
2018,13955.877,113695.32,89911.016,21607.736,49749.523,289100.1
2019,13955.877,119849.87,89986.69,21141.826,47292.652,292454.4
2020,13955.877,126004.43,90062.36,20675.918,44835.78,295808.72
