date,dhno3gas,dnh3gas,dnh4total,dno2gas,dno3total,dntotal
1990,1052.537,7349.188,7331.454,3484.098,5181.314,24401.643
1991,1052.537,7324.484,7295.09,3410.786,5108.664,24194.842
1992,1052.537,7299.781,7258.727,3337.475,5036.014,23988.04
1993,1052.537,7275.078,7222.362,3264.163,4963.365,23781.238
1994,1052.537,7250.374,7185.998,3190.852,4890.715,23574.436
1995,1052.537,7225.67,7149.634,3117.54,4818.065,23367.635
1996,1052.537,7200.966,7113.27,3044.229,4745.416,23160.834
1997,1052.537,7176.263,7076.906,2970.917,4672.766,22954.031
1998,1052.537,7151.56,7040.543,2897.606,4600.117,22747.23
1999,1052.537,7126.857,7004.179,2824.294,4527.467,22540.428
2000,1052.537,7102.153,6967.815,2750.983,4454.817,22333.627
2001,1052.537,7101.663,6859.002,2756.487,4352.339,22127.543
2002,1052.537,7101.173,6750.189,2761.991,4249.861,21921.459
2003,1052.537,7100.683,6641.375,2767.495,4147.382,21715.375
2004,1052.537,7100.193,6532.562,2772.999,4044.904,21509.291
2005,1052.537,7099.703,6423.748,2778.503,3942.426,21303.207
2006,1052.537,7034.136,6207.393,2748.545,3865.165,20913.004
2007,1052.537,6968.57,5991.038,2718.587,3787.905,20522.8
2008,1052.537,6903.002,5774.683,2688.63,3710.644,20132.596
2009,1052.537,6837.435,5558.328,2658.672,3633.384,19742.393
2010,1052.537,6771.868,5341.973,2628.714,3556.124,19352.19
2011,1052.537,6711.193,5254.783,2575.629,3465.655,19061.646
2012,1052.537,6650.518,5167.592,2522.545,3375.186,18771.104
2013,1052.537,6589.842,5080.402,2469.46,3284.718,18480.56
2014,1052.537,6529.166,4993.212,2416.375,3194.248,18190.018
2015,1052.537,6468.491,4906.022,2363.29,3103.78,17899.475
2016,1052.537,6801.225,4884.72,2286.648,2964.552,17995.928
2017,1052.537,7133.958,4863.418,2210.006,2825.324,18092.38
2018,1052.537,7466.692,4842.117,2133.364,2686.096,18188.836
2019,1052.537,7799.426,4820.815,2056.722,2546.868,18285.29
2020,1052.537,8132.16,4799.514,1980.08,2407.64,18381.742
