date,dhno3gas,dnh3gas,dnh4total,dno2gas,dno3total,dntotal
1990,26091.578,201303.34,231759.31,62860.312,160319.44,682343.3
1991,26091.578,198377.86,227431.05,61964.344,156210.11,670087.2
1992,26091.578,195452.38,223102.8,61068.38,152100.77,657831.06
1993,26091.578,192526.89,218774.55,60172.402,147991.44,645574.94
1994,26091.578,189601.4,214446.3,59276.434,143882.11,633318.8
1995,26091.578,186675.94,210118.05,58380.47,139772.78,621062.75
1996,26091.578,183750.45,205789.8,57484.5,135663.44,608806.6
1997,26091.578,180824.97,201461.55,56588.523,131554.11,596550.5
1998,26091.578,177899.48,197133.3,55692.56,127444.77,584294.4
1999,26091.578,174974.0,192805.05,54796.59,123335.45,572038.25
2000,26091.578,172048.52,188476.8,53900.613,119226.11,559782.1
2001,26091.578,172846.84,187004.97,53788.664,116834.43,556615.25
2002,26091.578,173645.17,185533.14,53676.715,114442.766,553448.4
2003,26091.578,174443.52,184061.31,53564.76,112051.09,550281.44
2004,26091.578,175241.84,182589.48,53452.812,109659.414,547114.56
2005,26091.578,176040.17,181117.66,53340.86,107267.75,543947.7
2006,26091.578,175100.36,175665.47,52931.6,106355.34,536232.6
2007,26091.578,174160.53,170213.28,52522.344,105442.94,528517.6
2008,26091.578,173220.72,164761.11,52113.086,104530.54,520802.56
2009,26091.578,172280.89,159308.92,51703.83,103618.13,513087.5
2010,26091.578,171341.08,153856.73,51294.57,102705.73,505372.47
2011,26090.377,170328.89,151537.31,50095.902,100226.7,498359.84
2012,26089.176,169316.7,149217.89,48897.234,97747.68,491347.3
2013,26087.973,168304.53,146898.45,47698.566,95268.65,484334.7
2014,26086.771,167292.34,144579.03,46499.9,92789.625,477322.12
2015,26085.57,166280.16,142259.61,45301.23,90310.6,470309.6
2016,26087.154,176168.81,143223.14,44198.64,86893.94,476726.47
2017,26088.738,186057.45,144186.69,43096.05,83477.27,483143.44
2018,26090.32,195946.11,145150.22,41993.46,80060.61,489560.38
2019,26091.904,205834.75,146113.77,40890.87,76643.945,495977.3
2020,26093.488,215723.42,147077.3,39788.28,73227.28,502394.25
