date,dhno3gas,dnh3gas,dnh4total,dno2gas,dno3total,dntotal
1990,785.795,7437.368,5935.23,2589.515,4259.748,20999.568
1991,785.795,7380.611,5899.822,2523.827,4187.174,20770.285
1992,785.795,7323.854,5864.414,2458.138,4114.6,20541.002
1993,785.795,7267.099,5829.005,2392.45,4042.025,20311.719
1994,785.795,7210.342,5793.597,2326.761,3969.45,20082.436
1995,785.795,7153.585,5758.188,2261.072,3896.876,19853.152
1996,785.795,7096.829,5722.78,2195.384,3824.301,19623.867
1997,785.795,7040.072,5687.372,2129.695,3751.726,19394.584
1998,785.795,6983.316,5651.964,2064.007,3679.152,19165.3
1999,785.795,6926.559,5616.556,1998.318,3606.577,18936.018
2000,785.795,6869.802,5581.148,1932.63,3534.003,18706.734
2001,785.795,6864.884,5474.624,1928.394,3426.006,18484.637
2002,785.795,6859.966,5368.1,1924.158,3318.008,18262.541
2003,785.795,6855.046,5261.576,1919.922,3210.011,18040.443
2004,785.795,6850.128,5155.052,1915.686,3102.014,17818.348
2005,785.795,6845.209,5048.528,1911.451,2994.017,17596.25
2006,785.795,6871.975,4895.022,1890.81,2963.702,17420.059
2007,785.795,6898.741,4741.515,1870.169,2933.386,17243.865
2008,785.795,6925.506,4588.008,1849.528,2903.072,17067.674
2009,785.795,6952.273,4434.501,1828.887,2872.756,16891.48
2010,785.795,6979.039,4280.994,1808.246,2842.441,16715.29
2011,785.795,6897.739,4198.666,1771.42,2762.671,16434.602
2012,785.795,6816.441,4116.338,1734.594,2682.901,16153.912
2013,785.795,6735.143,4034.01,1697.768,2603.13,15873.224
2014,785.795,6653.843,3951.682,1660.941,2523.36,15592.536
2015,785.795,6572.544,3869.354,1624.115,2443.59,15311.848
2016,785.795,6914.182,3860.01,1575.103,2334.348,15491.312
2017,785.795,7255.819,3850.666,1526.091,2225.106,15670.776
2018,785.795,7597.456,3841.322,1477.078,2115.863,15850.24
2019,785.795,7939.094,3831.979,1428.066,2006.621,16029.702
2020,785.795,8280.73,3822.635,1379.054,1897.379,16209.166
