date,dhno3gas,dnh3gas,dnh4total,dno2gas,dno3total,dntotal
1990,1274.202,8551.236,7490.009,4483.65,5342.92,27142.016
1991,1274.202,8462.963,7461.816,4367.491,5271.528,26838.0
1992,1274.202,8374.69,7433.623,4251.331,5200.136,26533.982
1993,1274.202,8286.417,7405.43,4135.172,5128.743,26229.963
1994,1274.202,8198.144,7377.236,4019.012,5057.351,25925.945
1995,1274.202,8109.871,7349.043,3902.852,4985.959,25621.928
1996,1274.202,8021.598,7320.851,3786.693,4914.567,25317.91
1997,1274.202,7933.325,7292.658,3670.534,4843.175,25013.893
1998,1274.202,7845.052,7264.464,3554.374,4771.782,24709.873
1999,1274.202,7756.778,7236.271,3438.214,4700.39,24405.855
2000,1274.202,7668.505,7208.079,3322.055,4628.998,24101.838
2001,1274.202,7675.403,7062.61,3322.837,4505.907,23841.742
2002,1274.202,7682.302,6917.143,3323.619,4382.816,23581.648
2003,1274.202,7689.199,6771.675,3324.401,4259.726,23321.553
2004,1274.202,7696.097,6626.207,3325.183,4136.635,23061.459
2005,1274.202,7702.995,6480.739,3325.965,4013.544,22801.363
2006,1274.202,7652.481,6277.416,3289.881,3936.171,22433.285
2007,1274.202,7601.967,6074.092,3253.797,3858.798,22065.207
2008,1274.202,7551.454,5870.768,3217.713,3781.425,21697.129
2009,1274.202,7500.939,5667.444,3181.629,3704.052,21329.05
2010,1274.202,7450.426,5464.12,3145.544,3626.68,20960.973
2011,1274.202,7418.826,5368.697,3088.955,3529.928,20680.61
2012,1274.202,7387.225,5273.273,3032.365,3433.177,20400.244
2013,1274.202,7355.625,5177.85,2975.776,3336.426,20119.88
2014,1274.202,7324.025,5082.426,2919.186,3239.675,19839.516
2015,1274.202,7292.424,4987.003,2862.597,3142.924,19559.152
2016,1274.202,7672.59,4936.684,2759.874,2988.326,19633.814
2017,1274.202,8052.756,4886.365,2657.151,2833.729,19708.477
2018,1274.202,8432.922,4836.046,2554.429,2679.131,19783.14
2019,1274.202,8813.088,4785.727,2451.706,2524.534,19857.803
2020,1274.202,9193.254,4735.408,2348.983,2369.936,19932.465
