date,dhno3gas,dnh3gas,dnh4total,dno2gas,dno3total,dntotal
1990,182.356,1873.344,1524.79,377.363,1023.285,4981.138
1991,182.356,1841.331,1472.267,375.388,983.096,4854.438
1992,182.356,1809.318,1419.744,373.413,942.908,4727.738
1993,182.356,1777.306,1367.22,371.438,902.719,4601.039
1994,182.356,1745.293,1314.697,369.463,862.53,4474.339
1995,182.356,1713.28,1262.174,367.488,822.342,4347.64
1996,182.356,1681.268,1209.651,365.513,782.153,4220.94
1997,182.356,1649.255,1157.128,363.538,741.964,4094.24
1998,182.356,1617.242,1104.605,361.563,701.775,3967.541
1999,182.356,1585.229,1052.082,359.588,661.587,3840.841
2000,182.356,1553.216,999.558,357.613,621.398,3714.142
2001,182.356,1577.206,994.276,357.932,608.861,3720.631
2002,182.356,1601.196,988.994,358.25,596.324,3727.12
2003,182.356,1625.187,983.711,358.568,583.787,3733.609
2004,182.356,1649.177,978.429,358.886,571.25,3740.098
2005,182.356,1673.167,973.146,359.205,558.713,3746.588
2006,182.356,1649.031,971.687,355.466,576.441,3734.98
2007,182.356,1624.896,970.227,351.727,594.168,3723.374
2008,182.356,1600.76,968.767,347.988,611.895,3711.767
2009,182.356,1576.625,967.308,344.25,629.622,3700.16
2010,182.356,1552.49,965.848,340.511,647.349,3688.553
2011,182.356,1581.584,953.762,332.042,633.526,3683.27
2012,182.356,1610.678,941.676,323.574,619.702,3677.986
2013,182.356,1639.773,929.591,315.106,605.879,3672.703
2014,182.356,1668.867,917.505,306.637,592.055,3667.42
2015,182.356,1697.961,905.419,298.169,578.231,3662.136
2016,182.356,1790.34,902.821,294.954,552.239,3724.378
2017,182.356,1882.72,900.223,291.74,526.246,3786.62
2018,182.356,1975.099,897.625,288.526,500.253,3848.862
2019,182.356,2067.478,895.028,285.311,474.261,3911.104
2020,182.356,2159.857,892.429,282.097,448.268,3973.346
