date,dhno3gas,dnh3gas,dnh4total,dno2gas,dno3total,dntotal
1990,2408.361,7791.248,19893.736,3003.969,14323.18,47420.492
1991,2408.361,7717.156,19810.254,2988.819,14107.065,47031.656
1992,2408.361,7643.063,19726.771,2973.669,13890.952,46642.816
1993,2408.361,7568.971,19643.29,2958.52,13674.84,46253.98
1994,2408.361,7494.879,19559.807,2943.37,13458.727,45865.14
1995,2408.361,7420.787,19476.324,2928.22,13242.613,45476.305
1996,2408.361,7346.693,19392.844,2913.071,13026.5,45087.47
1997,2408.361,7272.602,19309.361,2897.921,12810.387,44698.63
1998,2408.361,7198.51,19225.879,2882.771,12594.274,44309.793
1999,2408.361,7124.417,19142.396,2867.621,12378.161,43920.953
2000,2408.361,7050.325,19058.914,2852.472,12162.048,43532.117
2001,2408.361,7124.576,18043.113,2835.476,11386.3,41797.824
2002,2408.361,7198.827,17027.312,2818.48,10610.553,40063.53
2003,2408.361,7273.079,16011.512,2801.484,9834.805,38329.242
2004,2408.361,7347.33,14995.71,2784.489,9059.058,36594.95
2005,2408.361,7421.581,13979.91,2767.493,8283.31,34860.656
2006,2408.361,7404.795,14275.864,2743.83,8682.051,35514.902
2007,2408.361,7388.009,14571.816,2720.168,9080.793,36169.15
2008,2408.361,7371.222,14867.771,2696.505,9479.534,36823.39
2009,2408.361,7354.436,15163.724,2672.843,9878.276,37477.637
2010,2408.361,7337.649,15459.677,2649.18,10277.018,38131.883
2011,2408.361,7362.474,14922.742,2575.315,9838.584,37107.477
2012,2408.362,7387.297,14385.81,2501.45,9400.149,36083.066
2013,2408.363,7412.121,13848.875,2427.586,8961.716,35058.66
2014,2408.364,7436.945,13311.941,2353.721,8523.282,34034.25
2015,2408.364,7461.769,12775.008,2279.856,8084.848,33009.844
2016,2408.566,7848.284,12970.811,2248.31,7830.926,33306.895
2017,2408.767,8234.8,13166.612,2216.765,7577.002,33603.945
2018,2408.969,8621.316,13362.415,2185.22,7323.079,33901.0
2019,2409.17,9007.832,13558.216,2153.675,7069.157,34198.05
2020,2409.372,9394.348,13754.02,2122.129,6815.233,34495.1
