date,dhno3gas,dnh3gas,dnh4total,dno2gas,dno3total,dntotal
1990,1129.455,11969.299,11881.178,2275.448,8288.273,35543.656
1991,1129.455,11761.573,11650.505,2267.918,8070.02,34879.473
1992,1129.455,11553.848,11419.831,2260.388,7851.767,34215.29
1993,1129.455,11346.122,11189.158,2252.858,7633.513,33551.11
1994,1129.455,11138.396,10958.484,2245.328,7415.259,32886.926
1995,1129.455,10930.672,10727.812,2237.798,7197.005,32222.742
1996,1129.455,10722.946,10497.139,2230.268,6978.752,31558.56
1997,1129.455,10515.221,10266.465,2222.738,6760.498,30894.377
1998,1129.455,10307.495,10035.792,2215.208,6542.245,30230.191
1999,1129.455,10099.77,9805.118,2207.678,6323.991,29566.014
2000,1129.455,9892.044,9574.445,2200.148,6105.738,28901.828
2001,1129.455,9969.602,9493.856,2197.468,5986.301,28776.678
2002,1129.455,10047.158,9413.268,2194.789,5866.863,28651.533
2003,1129.455,10124.716,9332.678,2192.109,5747.426,28526.385
2004,1129.455,10202.272,9252.089,2189.429,5627.989,28401.234
2005,1129.455,10279.83,9171.5,2186.75,5508.552,28276.086
2006,1129.455,10232.676,8893.736,2166.463,5457.409,27879.74
2007,1129.455,10185.521,8615.973,2146.175,5406.267,27483.393
2008,1129.455,10138.367,8338.209,2125.888,5355.124,27087.043
2009,1129.455,10091.213,8060.446,2105.601,5303.981,26690.695
2010,1129.455,10044.059,7782.682,2085.313,5252.839,26294.348
2011,1129.455,9958.754,7699.351,2031.469,5147.118,25966.146
2012,1129.455,9873.45,7616.021,1977.624,5041.397,25637.947
2013,1129.455,9788.146,7532.69,1923.779,4935.676,25309.746
2014,1129.455,9702.842,7449.359,1869.935,4829.955,24981.547
2015,1129.455,9617.537,7366.029,1816.09,4724.234,24653.346
2016,1129.455,10247.399,7363.74,1796.588,4521.978,25061.334
2017,1129.455,10877.261,7361.451,1777.085,4319.72,25469.322
2018,1129.455,11507.123,7359.163,1757.582,4117.463,25877.31
2019,1129.455,12136.984,7356.874,1738.08,3915.206,26285.299
2020,1129.455,12766.847,7354.585,1718.577,3712.949,26693.287
