date,dhno3gas,dnh3gas,dnh4total,dno2gas,dno3total,dntotal
1990,97529.93,759205.56,760726.5,272724.4,553595.3,2443281.0
1991,97529.93,751166.3,753003.6,267329.0,542711.06,2411309.8
1992,97529.93,743127.06,745280.7,261933.6,531826.8,2379338.5
1993,97529.93,735087.75,737557.75,256538.19,520942.53,2347367.2
1994,97529.93,727048.5,729834.9,251142.78,510058.28,2315396.0
1995,97529.93,719009.25,722112.0,245747.38,499174.0,2283424.5
1996,97529.93,710970.0,714389.06,240351.97,488289.75,2251453.2
1997,97529.93,702930.75,706666.1,234956.56,477405.5,2219482.0
1998,97529.93,694891.44,698943.25,229561.17,466521.25,2187510.8
1999,97529.93,686852.2,691220.4,224165.77,455637.0,2155539.5
2000,97529.93,678812.94,683497.44,218770.36,444752.75,2123568.2
2001,97529.93,678691.1,673682.7,217711.77,434770.47,2102658.0
2002,97529.93,678569.3,663867.9,216653.2,424788.25,2081747.8
2003,97529.93,678447.56,654053.1,215594.6,414806.03,2060837.5
2004,97529.93,678325.75,644238.3,214536.03,404823.78,2039927.2
2005,97529.93,678203.94,634423.56,213477.45,394841.56,2019016.9
2006,97554.35,676031.9,618529.6,211684.52,390338.38,1994705.2
2007,97578.766,673859.8,602635.7,209891.58,385835.22,1970393.2
2008,97603.19,671687.8,586741.75,208098.66,381332.03,1946081.8
2009,97627.6,669515.75,570847.8,206305.72,376828.88,1921769.6
2010,97652.02,667343.7,554953.9,204512.78,372325.7,1897458.1
2011,97656.266,661966.4,546512.9,200373.38,363038.4,1870207.0
2012,97660.51,656589.0,538071.9,196233.97,353751.16,1842955.6
2013,97664.74,651211.7,529630.8,192094.55,344463.88,1815704.6
2014,97668.984,645834.3,521189.84,187955.14,335176.62,1788453.2
2015,97673.23,640457.0,512748.8,183815.73,325889.34,1761202.1
2016,97669.086,677758.0,512167.47,178115.31,311583.4,1778440.2
2017,97664.945,715058.94,511586.16,172414.89,297277.44,1795678.2
2018,97660.805,752359.94,511004.78,166714.48,282971.5,1812916.2
2019,97656.664,789660.9,510423.4,161014.06,268665.53,1830154.2
2020,97652.52,826961.9,509842.06,155313.64,254359.61,1847392.2
