date,dhno3gas,dnh3gas,dnh4total,dno2gas,dno3total,dntotal
1990,331.234,3371.853,3433.959,655.126,2562.764,10354.937
1991,331.234,3326.449,3395.358,650.862,2506.767,10210.67
1992,331.234,3281.045,3356.756,646.598,2450.77,10066.403
1993,331.234,3235.642,3318.154,642.334,2394.772,9922.137
1994,331.234,3190.238,3279.553,638.07,2338.775,9777.87
1995,331.234,3144.834,3240.951,633.806,2282.778,9633.604
1996,331.234,3099.43,3202.35,629.542,2226.781,9489.337
1997,331.234,3054.026,3163.748,625.278,2170.784,9345.07
1998,331.234,3008.623,3125.147,621.014,2114.786,9200.804
1999,331.234,2963.219,3086.545,616.749,2058.789,9056.537
2000,331.234,2917.815,3047.944,612.485,2002.792,8912.27
2001,331.234,2945.579,3059.607,609.582,1993.438,8939.441
2002,331.234,2973.342,3071.271,606.679,1984.085,8966.612
2003,331.234,3001.106,3082.935,603.776,1974.731,8993.782
2004,331.234,3028.87,3094.599,600.873,1965.378,9020.953
2005,331.234,3056.633,3106.262,597.97,1956.024,9048.124
2006,331.234,3068.886,2993.146,592.682,1910.315,8896.262
2007,331.234,3081.138,2880.029,587.394,1864.605,8744.399
2008,331.234,3093.391,2766.912,582.105,1818.896,8592.537
2009,331.234,3105.644,2653.795,576.817,1773.186,8440.675
2010,331.234,3117.896,2540.678,571.528,1727.477,8288.812
2011,331.234,3055.624,2504.612,557.119,1685.852,8134.44
2012,331.234,2993.352,2468.545,542.709,1644.227,7980.067
2013,331.234,2931.081,2432.479,528.3,1602.602,7825.695
2014,331.234,2868.809,2396.412,513.891,1560.977,7671.322
2015,331.234,2806.537,2360.346,499.481,1519.352,7516.95
2016,331.234,3027.984,2356.988,494.211,1452.397,7664.161
2017,331.234,3249.432,2353.63,488.941,1385.441,7811.373
2018,331.234,3470.879,2350.272,483.671,1318.485,7958.583
2019,331.234,3692.326,2346.914,478.401,1251.53,8105.795
2020,331.234,3913.774,2343.556,473.131,1184.574,8253.006
