date,dhno3gas,dnh3gas,dnh4total,dno2gas,dno3total,dntotal
1990,537.787,609.171,7975.19,1054.92,6795.494,16972.562
1991,537.787,600.738,7866.169,1051.412,6717.884,16773.99
1992,537.787,592.305,7757.149,1047.904,6640.273,16575.418
1993,537.787,583.872,7648.128,1044.396,6562.663,16376.847
1994,537.787,575.438,7539.107,1040.888,6485.053,16178.273
1995,537.787,567.005,7430.085,1037.38,6407.443,15979.701
1996,537.787,558.572,7321.065,1033.872,6329.833,15781.13
1997,537.787,550.139,7212.044,1030.364,6252.223,15582.557
1998,537.787,541.705,7103.023,1026.856,6174.613,15383.984
1999,537.787,533.272,6994.002,1023.348,6097.003,15185.413
2000,537.787,524.839,6884.981,1019.84,6019.393,14986.84
2001,537.787,530.883,6937.037,1016.212,5954.992,14976.91
2002,537.787,536.928,6989.092,1012.584,5890.592,14966.982
2003,537.787,542.973,7041.146,1008.957,5826.192,14957.055
2004,537.787,549.017,7093.202,1005.329,5761.792,14947.126
2005,537.787,555.062,7145.257,1001.702,5697.391,14937.197
2006,537.787,552.971,7047.178,993.754,5694.288,14825.978
2007,537.787,550.881,6949.099,985.806,5691.186,14714.759
2008,537.787,548.791,6851.019,977.858,5688.082,14603.538
2009,537.787,546.7,6752.941,969.909,5684.98,14492.316
2010,537.787,544.61,6654.861,961.961,5681.877,14381.098
2011,537.787,537.724,6549.859,934.855,5571.967,14132.193
2012,537.787,530.838,6444.857,907.748,5462.058,13883.29
2013,537.787,523.952,6339.856,880.642,5352.148,13634.384
2014,537.787,517.066,6234.854,853.536,5242.238,13385.48
2015,537.787,510.179,6129.852,826.429,5132.329,13136.576
2016,537.787,626.674,6075.398,812.011,4950.718,13002.588
2017,537.787,743.168,6020.944,797.594,4769.108,12868.601
2018,537.787,859.662,5966.49,783.176,4587.498,12734.612
2019,537.787,976.156,5912.036,768.758,4405.888,12600.625
2020,537.787,1092.65,5857.582,754.34,4224.277,12466.637
