date,dhno3gas,dnh3gas,dnh4total,dno2gas,dno3total,dntotal
1990,1418.954,16158.574,15738.68,2667.81,11664.975,47648.992
1991,1418.954,15922.27,15561.824,2673.227,11427.033,47003.645
1992,1418.954,15685.967,15384.968,2678.644,11189.092,46358.297
1993,1418.954,15449.662,15208.112,2684.061,10951.151,45712.95
1994,1418.954,15213.356,15031.256,2689.478,10713.21,45067.6
1995,1418.954,14977.053,14854.4,2694.895,10475.269,44422.25
1996,1418.954,14740.749,14677.546,2700.312,10237.327,43776.902
1997,1418.954,14504.444,14500.688,2705.729,9999.386,43131.555
1998,1418.954,14268.14,14323.834,2711.146,9761.445,42486.207
1999,1418.954,14031.835,14146.976,2716.563,9523.504,41840.86
2000,1418.954,13795.531,13970.122,2721.98,9285.562,41195.51
2001,1418.954,13933.712,14032.431,2712.012,9261.499,41361.297
2002,1418.954,14071.892,14094.739,2702.043,9237.437,41527.082
2003,1418.954,14210.072,14157.048,2692.074,9213.373,41692.867
2004,1418.954,14348.251,14219.356,2682.106,9189.311,41858.652
2005,1418.954,14486.432,14281.666,2672.137,9165.247,42024.438
2006,1418.954,14401.883,13736.927,2653.628,8912.4,41124.316
2007,1418.954,14317.334,13192.188,2635.118,8659.554,40224.195
2008,1418.954,14232.784,12647.449,2616.609,8406.707,39324.07
2009,1418.954,14148.235,12102.711,2598.099,8153.86,38423.95
2010,1418.954,14063.685,11557.972,2579.59,7901.014,37523.83
2011,1418.954,13870.524,11396.897,2508.756,7710.329,36907.555
2012,1418.954,13677.365,11235.824,2437.922,7519.645,36291.277
2013,1418.954,13484.206,11074.75,2367.088,7328.96,35675.004
2014,1418.954,13291.046,10913.677,2296.254,7138.275,35058.727
2015,1418.954,13097.886,10752.603,2225.42,6947.591,34442.453
2016,1418.954,14081.007,10667.138,2205.618,6607.618,34980.336
2017,1418.954,15064.128,10581.673,2185.816,6267.646,35518.215
2018,1418.954,16047.25,10496.209,2166.014,5927.672,36056.098
2019,1418.954,17030.371,10410.744,2146.212,5587.7,36593.977
2020,1418.954,18013.492,10325.279,2126.41,5247.727,37131.86
