date,dhno3gas,dnh3gas,dnh4total,dno2gas,dno3total,dntotal
1990,38.998,94.295,786.581,32.71,558.663,1511.246
1991,38.998,93.818,770.81,32.627,542.043,1478.296
1992,38.998,93.342,755.04,32.544,525.423,1445.346
1993,38.998,92.865,739.27,32.461,508.802,1412.396
1994,38.998,92.389,723.5,32.378,492.182,1379.446
1995,38.998,91.912,707.73,32.295,475.562,1346.496
1996,38.998,91.436,691.96,32.212,458.942,1313.546
1997,38.998,90.959,676.19,32.129,442.321,1280.596
1998,38.998,90.482,660.419,32.046,425.701,1247.646
1999,38.998,90.006,644.649,31.963,409.081,1214.696
2000,38.998,89.529,628.879,31.88,392.46,1181.746
2001,38.998,89.88,592.124,31.694,363.912,1116.608
2002,38.998,90.231,555.369,31.508,335.364,1051.47
2003,38.998,90.581,518.614,31.322,306.816,986.332
2004,38.998,90.932,481.86,31.136,278.269,921.193
2005,38.998,91.282,445.105,30.95,249.721,856.055
2006,38.998,91.153,452.863,30.742,263.158,876.914
2007,38.998,91.023,460.622,30.535,276.595,897.773
2008,38.998,90.894,468.381,30.328,290.032,918.632
2009,38.998,90.764,476.139,30.12,303.469,939.49
2010,38.998,90.634,483.898,29.913,316.906,960.349
2011,38.998,95.189,468.847,29.048,304.446,936.528
2012,38.998,99.743,453.796,28.183,291.985,912.706
2013,38.998,104.298,438.745,27.318,279.525,888.884
2014,38.998,108.852,423.694,26.454,267.064,865.062
2015,38.998,113.407,408.643,25.589,254.604,841.24
2016,38.998,108.509,415.999,31.172,246.53,841.208
2017,38.998,103.611,423.355,36.754,238.457,841.176
2018,38.998,98.713,430.711,42.337,230.383,841.143
2019,38.998,93.815,438.067,47.92,222.31,841.111
2020,38.998,88.917,445.424,53.503,214.237,841.078
