date,dhno3gas,dnh3gas,dnh4total,dno2gas,dno3total,dntotal
1990,490.339,1796.363,3833.212,947.375,2541.346,9608.635
1991,490.339,1778.289,3789.6,939.364,2496.953,9494.545
1992,490.339,1760.216,3745.988,931.353,2452.56,9380.455
1993,490.339,1742.142,3702.376,923.342,2408.167,9266.365
1994,490.339,1724.068,3658.765,915.33,2363.774,9152.275
1995,490.339,1705.994,3615.153,907.319,2319.381,9038.186
1996,490.339,1687.92,3571.542,899.308,2274.988,8924.096
1997,490.339,1669.846,3527.93,891.297,2230.594,8810.006
1998,490.339,1651.773,3484.318,883.285,2186.201,8695.916
1999,490.339,1633.699,3440.706,875.274,2141.808,8581.826
2000,490.339,1615.625,3397.095,867.263,2097.415,8467.736
2001,490.339,1610.387,3348.356,866.836,2034.833,8350.749
2002,490.339,1605.149,3299.616,866.408,1972.25,8233.762
2003,490.339,1599.91,3250.877,865.981,1909.667,8116.775
2004,490.339,1594.672,3202.138,865.554,1847.085,7999.787
2005,490.339,1589.434,3153.399,865.126,1784.502,7882.8
2006,490.339,1583.68,3046.235,856.217,1778.142,7754.612
2007,490.339,1577.926,2939.071,847.307,1771.781,7626.423
2008,490.339,1572.172,2831.907,838.397,1765.421,7498.235
2009,490.339,1566.418,2724.743,829.487,1759.06,7370.047
2010,490.339,1560.664,2617.58,820.577,1752.7,7241.858
2011,490.339,1536.874,2573.712,800.616,1708.756,7110.296
2012,490.339,1513.084,2529.845,780.654,1664.812,6978.735
2013,490.339,1489.295,2485.978,760.693,1620.869,6847.173
2014,490.339,1465.505,2442.111,740.731,1576.925,6715.611
2015,490.339,1441.716,2398.244,720.77,1532.981,6584.049
2016,490.339,1458.106,2457.78,705.998,1496.413,6608.635
2017,490.339,1474.496,2517.315,691.227,1459.844,6633.22
2018,490.339,1490.886,2576.851,676.455,1423.275,6657.805
2019,490.339,1507.276,2636.387,661.683,1386.706,6682.391
2020,490.339,1523.666,2695.923,646.912,1350.137,6706.976
