date,dhno3gas,dnh3gas,dnh4total,dno2gas,dno3total,dntotal
1990,184.96,1206.834,1738.619,269.289,1346.741,4746.443
1991,184.96,1192.637,1717.344,270.707,1315.544,4681.192
1992,184.96,1178.439,1696.069,272.126,1284.347,4615.941
1993,184.96,1164.242,1674.794,273.544,1253.15,4550.69
1994,184.96,1150.044,1653.519,274.962,1221.952,4485.439
1995,184.96,1135.847,1632.244,276.381,1190.756,4420.188
1996,184.96,1121.65,1610.969,277.799,1159.559,4354.937
1997,184.96,1107.452,1589.694,279.218,1128.362,4289.686
1998,184.96,1093.255,1568.419,280.636,1097.165,4224.435
1999,184.96,1079.057,1547.144,282.054,1065.968,4159.184
2000,184.96,1064.86,1525.869,283.473,1034.771,4093.933
2001,184.96,1078.189,1533.235,281.502,1036.181,4114.068
2002,184.96,1091.519,1540.6,279.531,1037.592,4134.203
2003,184.96,1104.848,1547.965,277.561,1039.003,4154.338
2004,184.96,1118.178,1555.331,275.59,1040.414,4174.473
2005,184.96,1131.507,1562.696,273.619,1041.824,4194.608
2006,184.96,1123.861,1524.806,271.518,1022.015,4127.161
2007,184.96,1116.214,1486.915,269.418,1002.206,4059.714
2008,184.96,1108.568,1449.025,267.317,982.397,3992.267
2009,184.96,1100.921,1411.134,265.216,962.588,3924.82
2010,184.96,1093.275,1373.244,263.115,942.779,3857.374
2011,184.96,1077.615,1357.899,255.67,921.844,3797.989
2012,184.96,1061.955,1342.554,248.225,900.909,3738.604
2013,184.96,1046.294,1327.21,240.78,879.975,3679.219
2014,184.96,1030.634,1311.865,233.334,859.04,3619.834
2015,184.96,1014.974,1296.52,225.889,838.105,3560.45
2016,184.96,1094.928,1290.297,226.305,798.964,3595.454
2017,184.96,1174.881,1284.074,226.722,759.822,3630.459
2018,184.96,1254.834,1277.851,227.138,720.681,3665.464
2019,184.96,1334.787,1271.628,227.554,681.539,3700.468
2020,184.96,1414.74,1265.405,227.97,642.398,3735.473
