date,dhno3gas,dnh3gas,dnh4total,dno2gas,dno3total,dntotal
1990,1423.768,9160.373,12590.612,2998.589,9716.983,35890.324
1991,1423.768,9065.365,12462.096,2972.64,9508.951,35432.82
1992,1423.768,8970.357,12333.579,2946.69,9300.92,34975.312
1993,1423.768,8875.351,12205.062,2920.741,9092.888,34517.81
1994,1423.768,8780.343,12076.546,2894.791,8884.856,34060.3
1995,1423.768,8685.335,11948.029,2868.842,8676.824,33602.797
1996,1423.768,8590.327,11819.514,2842.892,8468.792,33145.293
1997,1423.768,8495.319,11690.997,2816.943,8260.761,32687.785
1998,1423.768,8400.312,11562.48,2790.993,8052.729,32230.281
1999,1423.768,8305.305,11433.964,2765.044,7844.697,31772.773
2000,1423.768,8210.297,11305.447,2739.094,7636.665,31315.27
2001,1423.768,8216.958,11278.338,2715.186,7590.287,31224.535
2002,1423.768,8223.62,11251.229,2691.278,7543.906,31133.8
2003,1423.768,8230.281,11224.118,2667.37,7497.528,31043.066
2004,1423.768,8236.943,11197.009,2643.462,7451.149,30952.33
2005,1423.768,8243.604,11169.899,2619.554,7404.77,30861.598
2006,1423.768,8212.675,10916.107,2593.379,7274.852,30420.781
2007,1423.768,8181.745,10662.314,2567.204,7144.935,29979.969
2008,1423.768,8150.815,10408.522,2541.029,7015.018,29539.148
2009,1423.768,8119.886,10154.73,2514.854,6885.1,29098.336
2010,1423.768,8088.955,9900.938,2488.678,6755.183,28657.52
2011,1423.768,7969.901,9783.365,2432.541,6601.205,28210.781
2012,1423.768,7850.848,9665.793,2376.404,6447.228,27764.041
2013,1423.768,7731.795,9548.221,2320.266,6293.25,27317.299
2014,1423.768,7612.742,9430.648,2264.129,6139.272,26870.56
2015,1423.768,7493.687,9313.076,2207.992,5985.295,26423.818
2016,1423.768,8070.079,9232.024,2168.79,5687.835,26582.496
2017,1423.768,8646.469,9150.972,2129.588,5390.375,26741.172
2018,1423.768,9222.859,9069.92,2090.386,5092.915,26899.85
2019,1423.768,9799.25,8988.867,2051.185,4795.455,27058.525
2020,1423.768,10375.641,8907.815,2011.983,4497.995,27217.203
