date,dhno3gas,dnh3gas,dnh4total,dno2gas,dno3total,dntotal
1990,62439.508,514151.53,516079.88,170137.33,374678.4,1637156.4
1991,62439.508,508283.66,509364.38,167039.75,366489.44,1613330.6
1992,62439.508,502415.78,502648.88,163942.16,358300.44,1589504.9
1993,62439.508,496547.94,495933.38,160844.58,350111.44,1565679.2
1994,62439.508,490680.06,489217.9,157747.0,341922.47,1541853.5
1995,62439.508,484812.2,482502.4,154649.4,333733.5,1518027.8
1996,62439.508,478944.3,475786.84,151551.83,325544.5,1494202.0
1997,62439.508,473076.44,469071.38,148454.25,317355.5,1470376.2
1998,62439.508,467208.6,462355.88,145356.67,309166.53,1446550.6
1999,62439.508,461340.72,455640.3,142259.08,300977.56,1422724.9
2000,62439.508,455472.84,448924.8,139161.5,292788.56,1398899.1
2001,62439.508,455672.72,445201.06,138566.55,287952.8,1389989.1
2002,62439.508,455872.62,441477.28,137971.6,283117.03,1381079.0
2003,62439.508,456072.5,437753.44,137376.66,278281.28,1372169.0
2004,62439.508,456272.38,434029.66,136781.7,273445.5,1363258.9
2005,62439.508,456472.28,430305.84,136186.75,268609.75,1354348.9
2006,62439.508,454318.22,418057.03,135126.3,264510.3,1334794.0
2007,62439.508,452164.2,405808.22,134065.84,260410.88,1315239.1
2008,62439.508,450010.12,393559.4,133005.4,256311.42,1295684.4
2009,62439.508,447856.06,381310.6,131944.95,252212.0,1276129.5
2010,62439.508,445702.03,369061.78,130884.51,248112.53,1256574.6
2011,62438.305,442063.56,364408.22,128124.01,242508.27,1239916.4
2012,62437.1,438425.1,359754.62,125363.52,236903.97,1223258.0
2013,62435.9,434786.62,355101.06,122603.03,231299.66,1206599.8
2014,62434.695,431148.12,350447.47,119842.55,225695.39,1189941.4
2015,62433.492,427509.62,345793.9,117082.06,220091.08,1173283.1
2016,62435.08,452963.78,345326.97,113591.5,210368.84,1185428.8
2017,62436.66,478417.9,344860.06,110100.94,200646.6,1197574.2
2018,62438.246,503872.1,344393.12,106610.4,190924.34,1209719.9
2019,62439.83,529326.25,343926.22,103119.84,181202.1,1221865.4
2020,62441.414,554780.44,343459.28,99629.29,171479.84,1234011.0
