date,dhno3gas,dnh3gas,dnh4total,dno2gas,dno3total,dntotal
1990,427.544,2139.525,3348.204,933.771,2209.954,9058.998
1991,427.544,2114.821,3311.186,922.4,2172.009,8948.562
1992,427.544,2090.116,3274.168,911.029,2134.064,8838.128
1993,427.544,2065.411,3237.151,899.658,2096.12,8727.692
1994,427.544,2040.706,3200.133,888.288,2058.175,8617.257
1995,427.544,2016.001,3163.115,876.917,2020.23,8506.822
1996,427.544,1991.297,3126.097,865.546,1982.286,8396.387
1997,427.544,1966.592,3089.08,854.176,1944.341,8285.951
1998,427.544,1941.887,3052.062,842.805,1906.397,8175.517
1999,427.544,1917.182,3015.044,831.434,1868.452,8065.081
2000,427.544,1892.477,2978.027,820.064,1830.507,7954.646
2001,427.544,1882.267,2930.118,820.68,1773.688,7840.618
2002,427.544,1872.056,2882.209,821.297,1716.869,7726.591
2003,427.544,1861.846,2834.3,821.914,1660.05,7612.563
2004,427.544,1851.635,2786.391,822.531,1603.232,7498.536
2005,427.544,1841.424,2738.482,823.148,1546.413,7384.508
2006,427.544,1832.855,2631.382,815.206,1531.746,7244.73
2007,427.544,1824.286,2524.282,807.264,1517.078,7104.952
2008,427.544,1815.717,2417.181,799.321,1502.411,6965.173
2009,427.544,1807.148,2310.081,791.379,1487.744,6825.394
2010,427.544,1798.578,2202.98,783.437,1473.077,6685.616
2011,427.544,1779.506,2144.408,765.241,1422.984,6539.682
2012,427.544,1760.433,2085.836,747.044,1372.89,6393.747
2013,427.544,1741.36,2027.264,728.848,1322.797,6247.813
2014,427.544,1722.287,1968.692,710.651,1272.704,6101.878
2015,427.544,1703.215,1910.12,692.455,1222.611,5955.944
2016,427.544,1757.194,1968.505,675.614,1199.614,6028.47
2017,427.544,1811.173,2026.89,658.773,1176.616,6100.996
2018,427.544,1865.151,2085.275,641.932,1153.619,6173.522
2019,427.544,1919.13,2143.659,625.092,1130.622,6246.048
2020,427.544,1973.109,2202.044,608.251,1107.625,6318.574
