date,dhno3gas,dnh3gas,dnh4total,dno2gas,dno3total,dntotal
1990,67.458,170.548,2537.341,73.813,1957.832,4806.991
1991,67.458,166.776,2497.482,73.875,1908.053,4713.643
1992,67.458,163.005,2457.623,73.936,1858.273,4620.295
1993,67.458,159.234,2417.764,73.998,1808.494,4526.947
1994,67.458,155.462,2377.905,74.06,1758.714,4433.599
1995,67.458,151.691,2338.046,74.121,1708.934,4340.25
1996,67.458,147.92,2298.187,74.183,1659.155,4246.902
1997,67.458,144.148,2258.328,74.245,1609.375,4153.554
1998,67.458,140.377,2218.469,74.307,1559.596,4060.206
1999,67.458,136.606,2178.61,74.368,1509.816,3966.858
2000,67.458,132.834,2138.752,74.43,1460.037,3873.51
2001,67.458,134.086,2111.271,74.03,1429.92,3816.765
2002,67.458,135.339,2083.79,73.63,1399.804,3760.021
2003,67.458,136.591,2056.309,73.23,1369.688,3703.276
2004,67.458,137.844,2028.828,72.83,1339.572,3646.532
2005,67.458,139.096,2001.348,72.43,1309.455,3589.787
2006,67.458,138.043,1997.737,71.964,1315.628,3590.829
2007,67.458,136.989,1994.127,71.497,1321.8,3591.871
2008,67.458,135.936,1990.516,71.03,1327.972,3592.912
2009,67.458,134.883,1986.906,70.563,1334.145,3593.954
2010,67.458,133.829,1983.295,70.097,1340.317,3594.996
2011,67.458,133.061,1954.849,68.066,1306.007,3529.441
2012,67.458,132.292,1926.403,66.034,1271.698,3463.885
2013,67.458,131.523,1897.957,64.003,1237.388,3398.33
2014,67.458,130.755,1869.511,61.972,1203.078,3332.774
2015,67.458,129.986,1841.066,59.941,1168.768,3267.218
2016,67.458,137.59,1849.194,64.379,1118.971,3237.593
2017,67.458,145.194,1857.323,68.818,1069.175,3207.967
2018,67.458,152.798,1865.452,73.256,1019.378,3178.341
2019,67.458,160.401,1873.58,77.694,969.582,3148.715
2020,67.458,168.005,1881.709,82.132,919.786,3119.089
