date,dhno3gas,dnh3gas,dnh4total,dno2gas,dno3total,dntotal
1990,430.219,2912.299,3571.396,831.616,2354.477,10100.006
1991,430.219,2875.386,3509.42,833.44,2300.022,9948.721
1992,430.219,2838.473,3447.442,835.264,2245.567,9797.437
1993,430.219,2801.56,3385.465,837.089,2191.113,9646.151
1994,430.219,2764.648,3323.488,838.913,2136.658,9494.867
1995,430.219,2727.735,3261.511,840.737,2082.204,9343.582
1996,430.219,2690.822,3199.534,842.562,2027.749,9192.297
1997,430.219,2653.91,3137.557,844.386,1973.295,9041.013
1998,430.219,2616.997,3075.58,846.21,1918.84,8889.728
1999,430.219,2580.084,3013.603,848.035,1864.386,8738.443
2000,430.219,2543.171,2951.626,849.859,1809.931,8587.158
2001,430.219,2530.479,2913.821,848.036,1761.499,8486.69
2002,430.219,2517.787,2876.016,846.214,1713.067,8386.223
2003,430.219,2505.095,2838.211,844.391,1664.636,8285.755
2004,430.219,2492.403,2800.407,842.568,1616.204,8185.287
2005,430.219,2479.711,2762.602,840.746,1567.772,8084.819
2006,430.219,2472.977,2690.821,833.042,1576.109,8006.183
2007,430.219,2466.243,2619.039,825.338,1584.446,7927.548
2008,430.219,2459.51,2547.258,817.634,1592.784,7848.912
2009,430.219,2452.776,2475.477,809.93,1601.121,7770.276
2010,430.219,2446.042,2403.695,802.226,1609.458,7691.641
2011,430.219,2428.368,2338.899,783.443,1554.308,7535.834
2012,430.219,2410.693,2274.102,764.661,1499.158,7380.026
2013,430.219,2393.018,2209.306,745.878,1444.008,7224.219
2014,430.219,2375.343,2144.509,727.095,1388.858,7068.412
2015,430.219,2357.668,2079.713,708.312,1333.708,6912.605
2016,430.219,2498.962,2124.801,699.568,1300.405,7056.343
2017,430.219,2640.256,2169.889,690.824,1267.102,7200.082
2018,430.219,2781.55,2214.977,682.079,1233.8,7343.819
2019,430.219,2922.844,2260.065,673.335,1200.497,7487.558
2020,430.219,3064.139,2305.154,664.591,1167.194,7631.296
