date,dhno3gas,dnh3gas,dnh4total,dno2gas,dno3total,dntotal
1990,11093.709,83620.67,97870.86,27106.445,76139.11,295687.66
1991,11093.709,82715.93,96985.4,26669.63,74597.98,291935.84
1992,11093.709,81811.19,96099.94,26232.818,73056.84,288184.0
1993,11093.709,80906.445,95214.48,25796.004,71515.7,284432.2
1994,11093.709,80001.7,94329.016,25359.191,69974.57,280680.38
1995,11093.709,79096.97,93443.56,24922.377,68433.44,276928.56
1996,11093.709,78192.23,92558.1,24485.562,66892.305,273176.72
1997,11093.709,77287.484,91672.64,24048.75,65351.168,269424.9
1998,11093.709,76382.74,90787.18,23611.936,63810.035,265673.1
1999,11093.709,75478.0,89901.72,23175.123,62268.895,261921.25
2000,11093.709,74573.26,89016.26,22738.309,60727.76,258169.45
2001,11093.709,74633.07,88330.24,22561.848,60035.94,256688.25
2002,11093.709,74692.875,87644.23,22385.387,59344.13,255207.06
2003,11093.709,74752.69,86958.21,22208.926,58652.31,253725.88
2004,11093.709,74812.49,86272.195,22032.465,57960.492,252244.69
2005,11093.709,74872.305,85586.18,21856.004,57268.67,250763.5
2006,11093.709,74457.94,83643.7,21688.723,56157.03,247126.81
2007,11093.709,74043.57,81701.23,21521.443,55045.395,243490.1
2008,11093.709,73629.21,79758.76,21354.162,53933.754,239853.42
2009,11093.709,73214.84,77816.28,21186.883,52822.117,236216.73
2010,11093.709,72800.48,75873.805,21019.602,51710.477,232580.02
2011,11093.709,72027.85,75394.914,20579.115,50785.594,229973.12
2012,11093.709,71255.23,74916.02,20138.629,49860.71,227366.25
2013,11093.709,70482.6,74437.14,19698.143,48935.832,224759.34
2014,11093.709,69709.98,73958.25,19257.656,48010.95,222152.47
2015,11093.709,68937.35,73479.36,18817.17,47086.066,219545.6
2016,11093.709,73655.25,72740.54,18243.375,44666.77,220611.84
2017,11093.709,78373.15,72001.73,17669.582,42247.47,221678.11
2018,11093.709,83091.05,71262.91,17095.787,39828.17,222744.38
2019,11093.709,87808.945,70524.09,16521.994,37408.87,223810.64
2020,11093.709,92526.84,69785.27,15948.2,34989.574,224876.88
