date,dhno3gas,dnh3gas,dnh4total,dno2gas,dno3total,dntotal
1990,1215.166,4644.745,14220.043,1551.923,10930.128,32562.004
1991,1215.166,4555.802,14085.546,1548.187,10705.06,32109.756
1992,1215.166,4466.858,13951.047,1544.451,10479.991,31657.51
1993,1215.166,4377.915,13816.547,1540.715,10254.923,31205.264
1994,1215.166,4288.972,13682.048,1536.979,10029.854,30753.018
1995,1215.166,4200.028,13547.549,1533.243,9804.787,30300.771
1996,1215.166,4111.085,13413.049,1529.507,9579.719,29848.525
1997,1215.166,4022.142,13278.55,1525.77,9354.65,29396.28
1998,1215.166,3933.198,13144.051,1522.034,9129.582,28944.031
1999,1215.166,3844.255,13009.552,1518.298,8904.514,28491.785
2000,1215.166,3755.312,12875.053,1514.562,8679.445,28039.54
2001,1215.166,3784.8,12242.394,1507.072,8198.805,26948.236
2002,1215.166,3814.288,11609.734,1499.583,7718.163,25856.934
2003,1215.166,3843.776,10977.074,1492.093,7237.523,24765.633
2004,1215.166,3873.264,10344.415,1484.604,6756.882,23674.33
2005,1215.166,3902.752,9711.756,1477.114,6276.241,22583.027
2006,1215.166,3875.368,9820.433,1466.672,6406.876,22784.516
2007,1215.166,3847.985,9929.109,1456.231,6537.512,22986.002
2008,1215.166,3820.602,10037.785,1445.789,6668.147,23187.49
2009,1215.166,3793.219,10146.462,1435.348,6798.782,23388.977
2010,1215.166,3765.836,10255.139,1424.906,6929.418,23590.465
2011,1215.166,3740.856,10145.045,1384.636,6780.597,23266.3
2012,1215.166,3715.876,10034.951,1344.367,6631.776,22942.137
2013,1215.166,3690.895,9924.858,1304.098,6482.956,22617.975
2014,1215.166,3665.915,9814.765,1263.828,6334.135,22293.81
2015,1215.166,3640.935,9704.671,1223.559,6185.315,21969.646
2016,1215.166,3890.181,9789.957,1206.288,5951.196,22052.787
2017,1215.166,4139.426,9875.242,1189.017,5717.078,22135.93
2018,1215.166,4388.672,9960.528,1171.746,5482.958,22219.07
2019,1215.166,4637.918,10045.813,1154.475,5248.84,22302.213
2020,1215.166,4887.163,10131.1,1137.204,5014.721,22385.354
