date,dhno3gas,dnh3gas,dnh4total,dno2gas,dno3total,dntotal
1990,972.417,2705.008,10406.48,1754.436,7190.026,23028.367
1991,972.417,2659.087,10195.693,1758.011,6997.138,22582.346
1992,972.417,2613.167,9984.906,1761.586,6804.249,22136.326
1993,972.417,2567.247,9774.12,1765.162,6611.359,21690.305
1994,972.417,2521.327,9563.333,1768.737,6418.471,21244.285
1995,972.417,2475.406,9352.547,1772.312,6225.582,20798.264
1996,972.417,2429.486,9141.761,1775.888,6032.692,20352.242
1997,972.417,2383.566,8930.974,1779.463,5839.804,19906.223
1998,972.417,2337.646,8720.188,1783.038,5646.915,19460.201
1999,972.417,2291.725,8509.4,1786.613,5454.026,19014.182
2000,972.417,2245.805,8298.614,1790.188,5261.137,18568.16
2001,972.417,2276.124,8255.168,1787.515,5146.699,18437.922
2002,972.417,2306.442,8211.721,1784.843,5032.261,18307.684
2003,972.417,2336.76,8168.274,1782.17,4917.824,18177.445
2004,972.417,2367.079,8124.828,1779.497,4803.386,18047.207
2005,972.417,2397.398,8081.382,1776.824,4688.948,17916.969
2006,972.417,2394.769,7730.57,1762.078,4589.544,17449.377
2007,972.417,2392.14,7379.758,1747.331,4490.139,16981.787
2008,972.417,2389.511,7028.947,1732.585,4390.734,16514.195
2009,972.417,2386.882,6678.136,1717.839,4291.33,16046.604
2010,972.417,2384.253,6327.324,1703.092,4191.925,15579.015
2011,972.455,2365.651,6194.014,1650.864,4066.276,15249.263
2012,972.493,2347.048,6060.704,1598.637,3940.626,14919.509
2013,972.532,2328.446,5927.394,1546.409,3814.977,14589.757
2014,972.57,2309.843,5794.084,1494.181,3689.328,14260.003
2015,972.608,2291.24,5660.773,1441.953,3563.678,13930.251
2016,972.687,2442.366,5818.32,1458.704,3479.185,14171.263
2017,972.766,2593.492,5975.867,1475.455,3394.692,14412.27
2018,972.844,2744.618,6133.414,1492.206,3310.199,14653.28
2019,972.923,2895.744,6290.96,1508.957,3225.706,14894.29
2020,973.002,3046.87,6448.507,1525.708,3141.213,15135.299
