date,dhno3gas,dnh3gas,dnh4total,dno2gas,dno3total,dntotal
1990,82.698,187.122,1527.205,95.397,1229.343,3121.764
1991,82.698,183.243,1507.439,95.295,1199.734,3068.408
1992,82.698,179.364,1487.673,95.193,1170.124,3015.052
1993,82.698,175.486,1467.908,95.09,1140.514,2961.696
1994,82.698,171.607,1448.142,94.988,1110.905,2908.34
1995,82.698,167.728,1428.376,94.886,1081.296,2854.984
1996,82.698,163.85,1408.61,94.784,1051.686,2801.628
1997,82.698,159.971,1388.844,94.682,1022.077,2748.272
1998,82.698,156.092,1369.079,94.58,992.467,2694.916
1999,82.698,152.214,1349.313,94.478,962.858,2641.56
2000,82.698,148.335,1329.547,94.376,933.248,2588.204
2001,82.698,147.823,1309.4,93.854,915.224,2548.998
2002,82.698,147.312,1289.252,93.331,897.199,2509.792
2003,82.698,146.8,1269.105,92.809,879.175,2470.586
2004,82.698,146.288,1248.958,92.286,861.15,2431.38
2005,82.698,145.776,1228.81,91.764,843.126,2392.174
2006,82.698,146.61,1221.767,90.809,837.539,2379.424
2007,82.698,147.445,1214.724,89.854,831.952,2366.673
2008,82.698,148.279,1207.68,88.899,826.366,2353.923
2009,82.698,149.114,1200.637,87.944,820.779,2341.172
2010,82.698,149.948,1193.594,86.99,815.192,2328.421
2011,82.698,148.641,1186.192,84.479,800.154,2302.164
2012,82.698,147.333,1178.79,81.969,785.116,2275.906
2013,82.698,146.026,1171.388,79.458,770.079,2249.649
2014,82.698,144.719,1163.985,76.948,755.041,2223.391
2015,82.698,143.412,1156.583,74.438,740.003,2197.134
2016,82.698,150.525,1160.447,77.141,708.228,2179.039
2017,82.698,157.639,1164.311,79.844,676.454,2160.945
2018,82.698,164.753,1168.175,82.547,644.679,2142.851
2019,82.698,171.866,1172.039,85.25,612.904,2124.757
2020,82.698,178.98,1175.902,87.954,581.129,2106.663
