date,dhno3gas,dnh3gas,dnh4total,dno2gas,dno3total,dntotal
1990,431.23,3741.194,2989.117,1258.389,1920.433,10340.365
1991,431.23,3678.94,2932.316,1232.427,1872.196,10147.109
1992,431.23,3616.685,2875.515,1206.465,1823.958,9953.854
1993,431.23,3554.431,2818.713,1180.503,1775.721,9760.599
1994,431.23,3492.176,2761.912,1154.541,1727.483,9567.343
1995,431.23,3429.922,2705.11,1128.578,1679.246,9374.088
1996,431.23,3367.668,2648.309,1102.616,1631.008,9180.832
1997,431.23,3305.413,2591.508,1076.654,1582.771,8987.576
1998,431.23,3243.158,2534.706,1050.692,1534.534,8794.32
1999,431.23,3180.904,2477.905,1024.73,1486.296,8601.065
2000,431.23,3118.649,2421.104,998.768,1438.059,8407.81
2001,431.23,3079.409,2398.317,998.04,1403.772,8310.77
2002,431.23,3040.169,2375.531,997.313,1369.485,8213.729
2003,431.23,3000.929,2352.745,996.586,1335.199,8116.689
2004,431.23,2961.688,2329.959,995.859,1300.912,8019.649
2005,431.23,2922.448,2307.173,995.132,1266.625,7922.608
2006,431.23,2895.221,2256.225,988.003,1279.402,7850.081
2007,431.23,2867.994,2205.276,980.874,1292.179,7777.554
2008,431.23,2840.767,2154.328,973.744,1304.955,7705.025
2009,431.23,2813.54,2103.38,966.616,1317.732,7632.498
2010,431.23,2786.313,2052.432,959.486,1330.508,7559.97
2011,431.23,2787.564,2014.203,940.734,1295.594,7469.326
2012,431.23,2788.814,1975.974,921.982,1260.68,7378.681
2013,431.23,2790.064,1937.745,903.23,1225.766,7288.035
2014,431.23,2791.315,1899.517,884.478,1190.851,7197.391
2015,431.23,2792.565,1861.288,865.725,1155.937,7106.745
2016,431.23,2870.885,1876.786,839.36,1116.124,7134.386
2017,431.23,2949.205,1892.284,812.994,1076.312,7162.025
2018,431.23,3027.525,1907.782,786.629,1036.5,7189.666
2019,431.23,3105.846,1923.28,760.263,996.688,7217.307
2020,431.23,3184.166,1938.778,733.898,956.876,7244.947
