date,dhno3gas,dnh3gas,dnh4total,dno2gas,dno3total,dntotal
1990,221.553,760.898,994.619,777.915,651.439,3406.424
1991,221.553,750.958,985.061,752.924,640.953,3351.448
1992,221.553,741.018,975.502,727.932,630.467,3296.472
1993,221.553,731.078,965.944,702.941,619.981,3241.496
1994,221.553,721.138,956.385,677.95,609.495,3186.52
1995,221.553,711.198,946.826,652.958,599.009,3131.544
1996,221.553,701.258,937.268,627.967,588.523,3076.568
1997,221.553,691.318,927.709,602.976,578.036,3021.592
1998,221.553,681.378,918.151,577.984,567.55,2966.616
1999,221.553,671.438,908.592,552.993,557.064,2911.64
2000,221.553,661.498,899.034,528.002,546.578,2856.664
2001,221.553,655.888,883.315,530.076,527.883,2818.715
2002,221.553,650.278,867.597,532.15,509.188,2780.765
2003,221.553,644.668,851.879,534.223,490.492,2742.816
2004,221.553,639.058,836.161,536.297,471.797,2704.866
2005,221.553,633.448,820.443,538.371,453.102,2666.917
2006,221.553,625.766,786.173,532.309,447.141,2612.942
2007,221.553,618.085,751.903,526.246,441.181,2558.968
2008,221.553,610.403,717.634,520.183,435.221,2504.993
2009,221.553,602.721,683.364,514.12,429.26,2451.019
2010,221.553,595.04,649.094,508.058,423.3,2397.044
2011,222.122,584.819,632.688,501.332,409.337,2350.298
2012,222.691,574.597,616.282,494.606,395.373,2303.551
2013,223.26,564.376,599.877,487.881,381.41,2256.804
2014,223.83,554.155,583.471,481.155,367.446,2210.057
2015,224.399,543.934,567.065,474.43,353.482,2163.311
2016,224.366,554.303,576.245,455.01,342.834,2152.757
2017,224.333,564.672,585.424,435.59,332.185,2142.203
2018,224.3,575.04,594.603,416.171,321.536,2131.65
2019,224.267,585.409,603.783,396.751,310.887,2121.096
2020,224.234,595.777,612.962,377.331,300.238,2110.542
