date,dhno3gas,dnh3gas,dnh4total,dno2gas,dno3total,dntotal
1990,17.865,57.352,191.489,23.027,134.832,424.566
1991,17.865,57.044,189.307,22.955,131.862,419.032
1992,17.865,56.735,187.124,22.883,128.891,413.498
1993,17.865,56.426,184.942,22.81,125.921,407.964
1994,17.865,56.117,182.76,22.738,122.951,402.43
1995,17.865,55.808,180.577,22.666,119.98,396.897
1996,17.865,55.499,178.395,22.594,117.01,391.363
1997,17.865,55.19,176.213,22.522,114.039,385.829
1998,17.865,54.881,174.03,22.45,111.069,380.295
1999,17.865,54.573,171.848,22.378,108.099,374.762
2000,17.865,54.264,169.666,22.305,105.128,369.228
2001,17.865,54.676,158.477,22.171,96.732,349.92
2002,17.865,55.087,147.288,22.036,88.336,330.612
2003,17.865,55.499,136.099,21.902,79.939,311.305
2004,17.865,55.911,124.911,21.767,71.543,291.997
2005,17.865,56.323,113.722,21.633,63.147,272.689
2006,17.865,56.049,121.144,21.353,70.233,286.645
2007,17.865,55.776,128.567,21.074,77.319,300.601
2008,17.865,55.502,135.99,20.795,84.405,314.557
2009,17.865,55.228,143.412,20.516,91.491,328.512
2010,17.865,54.954,150.835,20.236,98.578,342.468
2011,17.869,57.082,142.917,19.67,92.721,330.259
2012,17.874,59.21,134.998,19.104,86.864,318.05
2013,17.878,61.338,127.08,18.537,81.007,305.84
2014,17.882,63.466,119.161,17.971,75.15,293.631
2015,17.887,65.594,111.243,17.405,69.293,281.422
2016,17.882,62.293,111.728,19.761,66.39,278.054
2017,17.878,58.992,112.213,22.117,63.486,274.685
2018,17.874,55.69,112.698,24.473,60.582,271.317
2019,17.869,52.389,113.182,26.829,57.679,267.948
2020,17.865,49.088,113.667,29.185,54.775,264.58
