date,dhno3gas,dnh3gas,dnh4total,dno2gas,dno3total,dntotal
1990,4422.757,49212.49,38213.27,11026.729,28230.605,130976.82
1991,4422.757,48727.28,37892.93,10836.424,27685.133,129451.77
1992,4422.757,48242.07,37572.59,10646.119,27139.66,127926.74
1993,4422.757,47756.863,37252.246,10455.814,26594.19,126401.72
1994,4422.757,47271.652,36931.906,10265.51,26048.719,124876.67
1995,4422.757,46786.445,36611.566,10075.205,25503.248,123351.625
1996,4422.757,46301.24,36291.227,9884.899,24957.777,121826.6
1997,4422.757,45816.027,35970.887,9694.595,24412.307,120301.555
1998,4422.757,45330.82,35650.543,9504.29,23866.834,118776.52
1999,4422.757,44845.61,35330.203,9313.985,23321.363,117251.484
2000,4422.757,44360.402,35009.863,9123.681,22775.893,115726.45
2001,4422.757,44390.938,34809.312,9085.795,22452.94,115203.03
2002,4422.757,44421.473,34608.758,9047.91,22129.986,114679.6
2003,4422.757,44452.008,34408.207,9010.024,21807.033,114156.195
2004,4422.757,44482.543,34207.652,8972.14,21484.08,113632.766
2005,4422.757,44513.08,34007.1,8934.254,21161.127,113109.36
2006,4422.757,44693.316,32940.24,8836.593,20791.525,111763.53
2007,4422.757,44873.555,31873.373,8738.933,20421.924,110417.72
2008,4422.757,45053.797,30806.51,8641.271,20052.324,109071.88
2009,4422.757,45234.035,29739.645,8543.611,19682.723,107726.07
2010,4422.757,45414.273,28672.781,8445.95,19313.121,106380.25
2011,4422.757,44485.375,28226.355,8259.601,18826.479,104325.03
2012,4422.757,43556.477,27779.934,8073.25,18339.836,102269.81
2013,4422.757,42627.582,27333.51,7886.901,17853.195,100214.59
2014,4422.757,41698.684,26887.084,7700.55,17366.553,98159.375
2015,4422.757,40769.785,26440.662,7514.201,16879.91,96104.16
2016,4422.757,43540.312,26401.521,7368.306,16137.86,98005.11
2017,4422.757,46310.84,26362.38,7222.41,15395.812,99906.06
2018,4422.757,49081.367,26323.238,7076.515,14653.764,101807.016
2019,4422.757,51851.895,26284.098,6930.62,13911.714,103707.97
2020,4422.757,54622.418,26244.957,6784.725,13169.664,105608.92
