date,dhno3gas,dnh3gas,dnh4total,dno2gas,dno3total,dntotal
1990,1898.01,2135.724,23820.78,5425.976,20692.238,53972.73
1991,1898.01,2107.621,23545.674,5362.389,20436.787,53350.48
1992,1898.01,2079.519,23270.566,5298.802,20181.338,52728.234
1993,1898.01,2051.416,22995.46,5235.215,19925.887,52105.99
1994,1898.01,2023.314,22720.354,5171.628,19670.438,51483.742
1995,1898.01,1995.212,22445.248,5108.041,19414.986,50861.496
1996,1898.01,1967.109,22170.143,5044.454,19159.535,50239.25
1997,1898.01,1939.007,21895.035,4980.867,18904.086,49617.004
1998,1898.01,1910.904,21619.93,4917.28,18648.635,48994.758
1999,1898.01,1882.802,21344.822,4853.692,18393.186,48372.51
2000,1898.01,1854.699,21069.717,4790.106,18137.734,47750.266
2001,1898.01,1847.791,21020.367,4787.252,17852.816,47406.234
2002,1898.01,1840.882,20971.016,4784.399,17567.898,47062.203
2003,1898.01,1833.974,20921.666,4781.546,17282.98,46718.176
2004,1898.01,1827.065,20872.314,4778.693,16998.062,46374.145
2005,1898.01,1820.156,20822.965,4775.84,16713.145,46030.113
2006,1898.01,1811.048,20482.219,4722.845,16594.564,45508.684
2007,1898.01,1801.94,20141.475,4669.85,16475.982,44987.254
2008,1898.01,1792.831,19800.729,4616.855,16357.401,44465.824
2009,1898.01,1783.723,19459.984,4563.86,16238.82,43944.395
2010,1898.01,1774.614,19119.238,4510.865,16120.24,43422.965
2011,1897.718,1756.116,18939.55,4392.788,15830.25,42816.42
2012,1897.425,1737.618,18759.863,4274.71,15540.259,42209.875
2013,1897.132,1719.12,18580.176,4156.633,15250.27,41603.332
2014,1896.839,1700.622,18400.488,4038.556,14960.28,40996.785
2015,1896.546,1682.123,18220.8,3920.478,14670.29,40390.242
2016,1897.126,2357.947,18083.453,3805.37,14149.464,40294.19
2017,1897.706,3033.771,17946.105,3690.26,13628.639,40198.14
2018,1898.286,3709.595,17808.76,3575.152,13107.811,40102.094
2019,1898.866,4385.418,17671.412,3460.042,12586.984,40006.043
2020,1899.446,5061.242,17534.064,3344.934,12066.158,39909.992
