date,dhno3gas,dnh3gas,dnh4total,dno2gas,dno3total,dntotal
1990,1242.264,1876.916,14942.927,3185.762,12364.973,33612.844
1991,1242.264,1859.649,14880.563,3148.48,12325.659,33456.617
1992,1242.264,1842.382,14818.2,3111.198,12286.347,33300.395
1993,1242.264,1825.116,14755.835,3073.916,12247.033,33144.168
1994,1242.264,1807.849,14693.472,3036.634,12207.721,32987.94
1995,1242.264,1790.582,14631.108,2999.352,12168.407,32831.72
1996,1242.264,1773.315,14568.745,2962.071,12129.094,32675.49
1997,1242.264,1756.048,14506.383,2924.789,12089.781,32519.268
1998,1242.264,1738.782,14444.02,2887.507,12050.468,32363.04
1999,1242.264,1721.515,14381.654,2850.225,12011.155,32206.816
2000,1242.264,1704.248,14319.291,2812.943,11971.842,32050.588
2001,1242.264,1695.277,13691.67,2808.609,11456.442,30894.262
2002,1242.264,1686.305,13064.051,2804.274,10941.043,29737.94
2003,1242.264,1677.334,12436.43,2799.94,10425.645,28581.613
2004,1242.264,1668.362,11808.81,2795.606,9910.245,27425.29
2005,1242.264,1659.391,11181.189,2791.272,9394.846,26268.963
2006,1242.264,1653.609,11306.645,2756.755,9632.162,26591.436
2007,1242.264,1647.828,11432.1,2722.238,9869.478,26913.906
2008,1242.264,1642.046,11557.555,2687.721,10106.794,27236.377
2009,1242.264,1636.265,11683.01,2653.205,10344.109,27558.852
2010,1242.264,1630.483,11808.465,2618.688,10581.426,27881.324
2011,1242.769,1745.368,11456.711,2550.488,10138.25,27133.584
2012,1243.274,1860.252,11104.957,2482.288,9695.073,26385.842
2013,1243.779,1975.136,10753.202,2414.088,9251.897,25638.102
2014,1244.284,2090.02,10401.448,2345.888,8808.721,24890.36
2015,1244.788,2204.904,10049.694,2277.688,8365.545,24142.62
2016,1244.471,2566.241,9913.522,2212.154,8144.893,24081.36
2017,1244.154,2927.577,9777.351,2146.619,7924.24,24020.102
2018,1243.838,3288.914,9641.18,2081.084,7703.587,23958.842
2019,1243.521,3650.25,9505.008,2015.549,7482.935,23897.584
2020,1243.204,4011.587,9368.836,1950.014,7262.282,23836.324
