date,dhno3gas,dnh3gas,dnh4total,dno2gas,dno3total,dntotal
1990,1246.224,9284.958,12804.539,2021.589,8485.493,33846.414
1991,1246.224,9138.403,12582.079,2041.68,8289.239,33301.457
1992,1246.224,8991.848,12359.619,2061.77,8092.986,32756.5
1993,1246.224,8845.293,12137.159,2081.86,7896.731,32211.543
1994,1246.224,8698.738,11914.699,2101.95,7700.477,31666.582
1995,1246.224,8552.183,11692.239,2122.04,7504.223,31121.625
1996,1246.224,8405.628,11469.779,2142.131,7307.97,30576.668
1997,1246.224,8259.073,11247.319,2162.221,7111.715,30031.713
1998,1246.224,8112.518,11024.859,2182.311,6915.461,29486.756
1999,1246.224,7965.963,10802.399,2202.401,6719.207,28941.799
2000,1246.224,7819.408,10579.939,2222.492,6522.953,28396.838
2001,1246.224,7930.094,10460.818,2214.572,6347.604,28203.97
2002,1246.224,8040.779,10341.696,2206.653,6172.253,28011.102
2003,1246.224,8151.465,10222.575,2198.734,5996.904,27818.23
2004,1246.224,8262.15,10103.453,2190.814,5821.554,27625.36
2005,1246.224,8372.836,9984.332,2182.895,5646.204,27432.49
2006,1246.224,8392.982,9526.849,2164.671,5549.219,26880.297
2007,1246.224,8413.13,9069.365,2146.448,5452.233,26328.107
2008,1246.224,8433.276,8611.882,2128.224,5355.248,25775.916
2009,1246.224,8453.424,8154.398,2110.0,5258.263,25223.725
2010,1246.224,8473.57,7696.915,2091.776,5161.278,24671.533
2011,1245.902,8483.147,7493.456,2036.646,4986.314,24248.336
2012,1245.581,8492.725,7289.998,1981.516,4811.35,23825.139
2013,1245.259,8502.301,7086.539,1926.385,4636.386,23401.943
2014,1244.938,8511.878,6883.08,1871.255,4461.422,22978.746
2015,1244.616,8521.455,6679.621,1816.125,4286.458,22555.549
2016,1245.112,9104.859,6815.735,1793.99,4172.851,23145.717
2017,1245.607,9688.264,6951.849,1771.855,4059.244,23735.885
2018,1246.103,10271.668,7087.962,1749.72,3945.636,24326.05
2019,1246.598,10855.072,7224.076,1727.586,3832.029,24916.219
2020,1247.094,11438.477,7360.19,1705.451,3718.421,25506.387
