date,dhno3gas,dnh3gas,dnh4total,dno2gas,dno3total,dntotal
1990,241.385,2135.678,1749.658,681.063,1249.174,6056.957
1991,241.385,2115.733,1741.232,669.183,1229.402,5996.935
1992,241.385,2095.789,1732.805,657.304,1209.63,5936.912
1993,241.385,2075.845,1724.378,645.424,1189.858,5876.89
1994,241.385,2055.901,1715.952,633.544,1170.086,5816.867
1995,241.385,2035.956,1707.526,621.664,1150.314,5756.845
1996,241.385,2016.012,1699.099,609.785,1130.542,5696.823
1997,241.385,1996.068,1690.672,597.905,1110.77,5636.8
1998,241.385,1976.124,1682.246,586.025,1090.998,5576.778
1999,241.385,1956.18,1673.819,574.145,1071.226,5516.755
2000,241.385,1936.236,1665.393,562.266,1051.454,5456.733
2001,241.385,1948.239,1625.694,561.253,1016.507,5393.077
2002,241.385,1960.242,1585.994,560.241,981.559,5329.421
2003,241.385,1972.245,1546.295,559.228,946.611,5265.765
2004,241.385,1984.249,1506.596,558.216,911.664,5202.109
2005,241.385,1996.252,1466.897,557.204,876.716,5138.453
2006,241.385,1987.883,1432.255,550.998,873.398,5085.918
2007,241.385,1979.514,1397.613,544.792,870.08,5033.384
2008,241.385,1971.145,1362.971,538.586,866.762,4980.849
2009,241.385,1962.776,1328.329,532.38,863.444,4928.314
2010,241.385,1954.406,1293.688,526.174,860.126,4875.779
2011,241.385,1919.25,1273.315,513.673,838.945,4786.568
2012,241.385,1884.093,1252.943,501.173,817.764,4697.357
2013,241.385,1848.936,1232.57,488.672,796.584,4608.146
2014,241.385,1813.779,1212.198,476.171,775.403,4518.936
2015,241.385,1778.622,1191.825,463.67,754.222,4429.725
2016,241.385,1900.833,1190.621,455.893,722.062,4511.928
2017,241.385,2023.045,1189.417,448.116,689.901,4594.132
2018,241.385,2145.257,1188.213,440.339,657.741,4676.335
2019,241.385,2267.468,1187.009,432.561,625.58,4758.539
2020,241.385,2389.68,1185.805,424.784,593.42,4840.743
