date,dhno3gas,dnh3gas,dnh4total,dno2gas,dno3total,dntotal
1990,273.763,3210.699,1980.738,1055.271,1388.791,7909.262
1991,273.763,3173.964,1956.052,1031.677,1360.227,7795.683
1992,273.763,3137.228,1931.365,1008.084,1331.663,7682.103
1993,273.763,3100.493,1906.679,984.49,1303.099,7568.524
1994,273.763,3063.757,1881.993,960.896,1274.535,7454.944
1995,273.763,3027.022,1857.307,937.302,1245.971,7341.366
1996,273.763,2990.286,1832.621,913.708,1217.407,7227.786
1997,273.763,2953.55,1807.935,890.114,1188.843,7114.206
1998,273.763,2916.815,1783.248,866.52,1160.279,7000.626
1999,273.763,2880.079,1758.562,842.926,1131.715,6887.047
2000,273.763,2843.344,1733.876,819.333,1103.151,6773.467
2001,273.763,2824.784,1723.326,816.589,1086.676,6725.138
2002,273.763,2806.224,1712.776,813.845,1070.201,6676.808
2003,273.763,2787.663,1702.225,811.101,1053.725,6628.479
2004,273.763,2769.103,1691.675,808.358,1037.25,6580.149
2005,273.763,2750.543,1681.125,805.614,1020.774,6531.82
2006,273.763,2727.47,1621.333,800.655,1001.512,6424.732
2007,273.763,2704.396,1561.541,795.696,982.25,6317.645
2008,273.763,2681.322,1501.748,790.736,962.987,6210.558
2009,273.763,2658.248,1441.956,785.777,943.725,6103.471
2010,273.763,2635.175,1382.164,780.818,924.463,5996.383
2011,273.763,2604.423,1368.516,765.043,906.647,5918.392
2012,273.763,2573.671,1354.868,749.268,888.831,5840.401
2013,273.763,2542.918,1341.22,733.492,871.015,5762.41
2014,273.763,2512.166,1327.573,717.717,853.199,5684.419
2015,273.763,2481.414,1313.925,701.942,835.384,5606.428
2016,273.763,2594.325,1309.184,679.634,798.132,5655.039
2017,273.763,2707.235,1304.444,657.327,760.88,5703.649
2018,273.763,2820.146,1299.703,635.019,723.629,5752.26
2019,273.763,2933.056,1294.963,612.711,686.377,5800.871
2020,273.763,3045.967,1290.222,590.404,649.126,5849.481
