date,dhno3gas,dnh3gas,dnh4total,dno2gas,dno3total,dntotal
1990,235.862,2241.195,2669.288,370.323,1955.491,7472.136
1991,235.862,2209.561,2630.397,370.142,1907.164,7353.169
1992,235.862,2177.927,2591.506,369.962,1858.836,7234.204
1993,235.862,2146.293,2552.614,369.781,1810.508,7115.238
1994,235.862,2114.659,2513.723,369.6,1762.18,6996.271
1995,235.862,2083.025,2474.832,369.419,1713.852,6877.306
1996,235.862,2051.391,2435.94,369.239,1665.524,6758.339
1997,235.862,2019.757,2397.049,369.058,1617.197,6639.373
1998,235.862,1988.123,2358.158,368.877,1568.869,6520.407
1999,235.862,1956.489,2319.267,368.696,1520.541,6401.441
2000,235.862,1924.855,2280.376,368.515,1472.213,6282.475
2001,235.862,1934.764,2303.365,366.615,1470.239,6311.675
2002,235.862,1944.673,2326.354,364.715,1468.265,6340.874
2003,235.862,1954.582,2349.343,362.815,1466.291,6370.075
2004,235.862,1964.49,2372.332,360.915,1464.317,6399.274
2005,235.862,1974.399,2395.322,359.015,1462.343,6428.475
2006,235.862,1975.972,2309.955,356.428,1435.497,6314.94
2007,235.862,1977.545,2224.587,353.841,1408.65,6201.406
2008,235.862,1979.118,2139.22,351.254,1381.804,6087.872
2009,235.862,1980.691,2053.853,348.667,1354.958,5974.337
2010,235.862,1982.264,1968.486,346.08,1328.111,5860.803
2011,235.862,1941.304,1932.223,336.489,1291.385,5737.263
2012,235.862,1900.344,1895.96,326.898,1254.659,5613.723
2013,235.862,1859.384,1859.697,317.307,1217.933,5490.182
2014,235.862,1818.424,1823.434,307.716,1181.207,5366.642
2015,235.862,1777.464,1787.171,298.125,1144.481,5243.102
2016,235.862,1897.438,1797.417,296.385,1100.048,5328.238
2017,235.862,2017.411,1807.662,294.644,1055.615,5413.374
2018,235.862,2137.385,1817.908,292.904,1011.182,5498.511
2019,235.862,2257.359,1828.154,291.164,966.749,5583.647
2020,235.862,2377.332,1838.4,289.424,922.316,5668.783
