date,dhno3gas,dnh3gas,dnh4total,dno2gas,dno3total,dntotal
1990,33470.93,288295.9,288875.94,86727.586,201101.23,898454.8
1991,33470.93,284387.8,284019.3,85295.375,196256.06,883421.2
1992,33470.93,280479.7,279162.66,83863.17,191410.88,868387.56
1993,33470.93,276571.6,274306.03,82430.96,186565.7,853353.9
1994,33470.93,272663.5,269449.38,80998.76,181720.53,838320.25
1995,33470.93,268755.38,264592.75,79566.55,176875.34,823286.56
1996,33470.93,264847.28,259736.11,78134.336,172030.17,808252.9
1997,33470.93,260939.19,254879.47,76702.13,167185.0,793219.25
1998,33470.93,257031.06,250022.83,75269.92,162339.83,778185.56
1999,33470.93,253123.0,245166.2,73837.72,157494.64,763151.94
2000,33470.93,249214.88,240309.56,72405.51,152649.47,748118.25
2001,33470.93,249903.08,238568.67,72275.34,149812.55,744111.94
2002,33470.93,250591.31,236827.8,72145.17,146975.61,740105.6
2003,33470.93,251279.48,235086.92,72015.01,144138.69,736099.3
2004,33470.93,251967.72,233346.08,71884.836,141301.75,732093.0
2005,33470.93,252655.92,231605.2,71754.67,138464.83,728086.7
2006,33470.93,251405.12,224208.61,71202.805,136777.23,717199.75
2007,33470.93,250154.38,216812.06,70650.94,135089.62,706312.8
2008,33470.93,248903.61,209415.48,70099.07,133402.03,695425.8
2009,33470.93,247652.81,202018.9,69547.2,131714.42,684538.9
2010,33470.93,246402.02,194622.34,68995.336,130026.83,673651.94
2011,33469.727,244768.53,191759.31,67426.15,126922.43,664473.75
2012,33468.527,243135.03,188896.3,65856.96,123818.02,655295.5
2013,33467.324,241501.55,186033.27,64287.77,120713.625,646117.3
2014,33466.125,239868.06,183170.25,62718.58,117609.22,636939.06
2015,33464.92,238234.55,180307.22,61149.395,114504.82,627760.9
2016,33466.504,251860.0,181093.9,59567.37,109979.23,636196.44
2017,33468.09,265485.44,181880.6,57985.344,105453.63,644632.0
2018,33469.67,279110.88,182667.27,56403.32,100928.05,653067.6
2019,33471.258,292736.3,183453.95,54821.293,96402.45,661503.2
2020,33472.84,306361.75,184240.64,53239.27,91876.86,669938.75
