date,dhno3gas,dnh3gas,dnh4total,dno2gas,dno3total,dntotal
1990,659.463,2037.77,6952.322,665.763,4930.555,15245.874
1991,659.463,2021.866,6841.997,662.083,4802.148,14987.559
1992,659.463,2005.963,6731.672,658.403,4673.741,14729.241
1993,659.463,1990.059,6621.347,654.723,4545.334,14470.927
1994,659.463,1974.155,6511.022,651.043,4416.926,14212.609
1995,659.463,1958.251,6400.698,647.363,4288.519,13954.294
1996,659.463,1942.348,6290.373,643.683,4160.112,13695.98
1997,659.463,1926.444,6180.048,640.003,4031.704,13437.664
1998,659.463,1910.54,6069.724,636.323,3903.297,13179.348
1999,659.463,1894.637,5959.399,632.643,3774.89,12921.032
2000,659.463,1878.733,5849.074,628.963,3646.483,12662.717
2001,659.463,1885.901,5509.814,624.924,3383.806,12063.907
2002,659.463,1893.068,5170.552,620.885,3121.128,11465.098
2003,659.463,1900.236,4831.292,616.846,2858.451,10866.287
2004,659.463,1907.403,4492.03,612.807,2595.773,10267.478
2005,659.463,1914.571,4152.77,608.768,2333.096,9668.668
2006,659.463,1904.653,4221.524,602.961,2455.879,9844.48
2007,659.463,1894.736,4290.278,597.153,2578.662,10020.292
2008,659.463,1884.819,4359.033,591.345,2701.444,10196.104
2009,659.463,1874.901,4427.787,585.537,2824.227,10371.916
2010,659.463,1864.984,4496.542,579.73,2947.01,10547.729
2011,659.463,1914.377,4319.896,563.538,2808.557,10265.832
2012,659.463,1963.769,4143.251,547.347,2670.104,9983.935
2013,659.463,2013.161,3966.606,531.156,2531.652,9702.038
2014,659.463,2062.554,3789.96,514.965,2393.199,9420.141
2015,659.463,2111.946,3613.315,498.774,2254.746,9138.244
2016,659.463,2138.754,3685.246,583.483,2187.317,9254.264
2017,659.463,2165.562,3757.177,668.192,2119.887,9370.282
2018,659.463,2192.371,3829.109,752.901,2052.458,9486.302
2019,659.463,2219.179,3901.04,837.611,1985.028,9602.32
2020,659.463,2245.987,3972.971,922.32,1917.599,9718.34
