date,dhno3gas,dnh3gas,dnh4total,dno2gas,dno3total,dntotal
1990,828.508,5336.957,5516.405,2634.818,3659.798,17976.486
1991,828.508,5292.596,5472.959,2560.508,3605.962,17760.898
1992,828.508,5248.235,5429.514,2486.197,3552.125,17545.31
1993,828.508,5203.874,5386.068,2411.887,3498.288,17329.723
1994,828.508,5159.513,5342.623,2337.576,3444.452,17114.135
1995,828.508,5115.151,5299.177,2263.266,3390.615,16898.547
1996,828.508,5070.79,5255.731,2188.955,3336.779,16682.959
1997,828.508,5026.43,5212.286,2114.645,3282.942,16467.371
1998,828.508,4982.068,5168.84,2040.334,3229.106,16251.784
1999,828.508,4937.707,5125.394,1966.024,3175.269,16036.197
2000,828.508,4893.346,5081.949,1891.713,3121.432,15820.608
2001,828.508,4981.944,5029.299,1894.278,3043.143,15780.993
2002,828.508,5070.542,4976.648,1896.842,2964.854,15741.379
2003,828.508,5159.14,4923.998,1899.407,2886.564,15701.767
2004,828.508,5247.738,4871.347,1901.971,2808.275,15662.152
2005,828.508,5336.336,4818.696,1904.536,2729.985,15622.538
2006,828.508,5301.201,4669.192,1882.707,2720.49,15405.68
2007,828.508,5266.066,4519.688,1860.879,2710.995,15188.82
2008,828.508,5230.931,4370.184,1839.051,2701.5,14971.963
2009,828.508,5195.796,4220.679,1817.223,2692.004,14755.105
2010,828.508,5160.661,4071.175,1795.394,2682.509,14538.246
2011,828.508,5172.38,3922.345,1768.165,2565.258,14256.656
2012,828.508,5184.098,3773.516,1740.935,2448.006,13975.062
2013,828.508,5195.817,3624.686,1713.705,2330.754,13693.471
2014,828.508,5207.535,3475.856,1686.476,2213.503,13411.878
2015,828.508,5219.254,3327.027,1659.246,2096.251,13130.286
2016,828.738,5408.872,3336.938,1611.029,2013.436,13200.512
2017,828.967,5598.491,3346.85,1562.813,1930.621,13270.737
2018,829.197,5788.109,3356.762,1514.596,1847.806,13340.962
2019,829.427,5977.728,3366.673,1466.38,1764.991,13411.188
2020,829.657,6167.346,3376.585,1418.163,1682.176,13481.413
