date,dhno3gas,dnh3gas,dnh4total,dno2gas,dno3total,dntotal
1990,2163.634,5728.08,18041.14,2135.858,12705.583,40774.297
1991,2163.634,5669.944,17886.73,2123.544,12457.588,40301.44
1992,2163.634,5611.809,17732.322,2111.23,12209.592,39828.59
1993,2163.634,5553.673,17577.912,2098.916,11961.597,39355.734
1994,2163.634,5495.538,17423.504,2086.602,11713.602,38882.88
1995,2163.634,5437.402,17269.094,2074.288,11465.605,38410.023
1996,2163.634,5379.266,17114.684,2061.974,11217.61,37937.17
1997,2163.634,5321.131,16960.275,2049.66,10969.615,37464.316
1998,2163.634,5262.995,16805.865,2037.346,10721.62,36991.46
1999,2163.634,5204.86,16651.457,2025.032,10473.624,36518.61
2000,2163.634,5146.724,16497.047,2012.719,10225.629,36045.754
2001,2163.634,5179.173,15574.995,1999.356,9505.28,34422.44
2002,2163.634,5211.623,14652.944,1985.993,8784.932,32799.125
2003,2163.634,5244.072,13730.893,1972.631,8064.582,31175.81
2004,2163.634,5276.522,12808.842,1959.268,7344.233,29552.5
2005,2163.634,5308.971,11886.79,1945.906,6623.885,27929.184
2006,2163.634,5289.088,11954.809,1930.564,6899.874,28237.969
2007,2163.634,5269.206,12022.827,1915.222,7175.862,28546.752
2008,2163.634,5249.324,12090.846,1899.879,7451.851,28855.535
2009,2163.634,5229.442,12158.864,1884.537,7727.84,29164.316
2010,2163.634,5209.56,12226.883,1869.195,8003.829,29473.102
2011,2164.207,5343.401,11712.284,1817.541,7607.724,28645.162
2012,2164.78,5477.243,11197.686,1765.888,7211.62,27817.217
2013,2165.354,5611.084,10683.086,1714.233,6815.516,26989.277
2014,2165.927,5744.926,10168.487,1662.579,6419.411,26161.332
2015,2166.5,5878.768,9653.889,1610.925,6023.307,25333.39
2016,2165.986,5970.708,9929.833,1915.914,5884.798,25867.242
2017,2165.472,6062.648,10205.778,2220.903,5746.29,26401.094
2018,2164.958,6154.588,10481.723,2525.893,5607.782,26934.943
2019,2164.444,6246.528,10757.668,2830.882,5469.273,27468.797
2020,2163.93,6338.468,11033.612,3135.871,5330.765,28002.65
