date,dhno3gas,dnh3gas,dnh4total,dno2gas,dno3total,dntotal
1990,41130.73,371728.7,336769.75,113984.36,236341.84,1099825.0
1991,41130.73,367174.6,331653.88,111912.62,230941.0,1082708.5
1992,41130.73,362620.5,326537.97,109840.88,225540.17,1065592.0
1993,41130.73,358066.4,321422.1,107769.14,220139.34,1048475.56
1994,41130.73,353512.3,316306.2,105697.4,214738.48,1031359.0
1995,41130.73,348958.2,311190.3,103625.66,209337.66,1014242.5
1996,41130.73,344404.1,306074.44,101553.92,203936.81,997125.94
1997,41130.73,339850.0,300958.53,99482.18,198535.97,980009.5
1998,41130.73,335295.9,295842.66,97410.44,193135.12,962892.9
1999,41130.73,330741.8,290726.75,95338.7,187734.3,945776.44
2000,41130.73,326187.72,285610.88,93266.96,182333.45,928659.94
2001,41130.73,326751.22,283306.44,93055.266,178986.62,923383.7
2002,41130.73,327314.75,281001.97,92843.57,175639.8,918107.6
2003,41130.73,327878.25,278697.53,92631.87,172292.97,912831.5
2004,41130.73,328441.78,276393.06,92420.17,168946.14,907555.3
2005,41130.73,329005.28,274088.62,92208.48,165599.31,902279.2
2006,41130.73,327441.12,265461.06,91513.55,163344.84,889144.8
2007,41130.73,325876.97,256833.48,90818.625,161090.36,876010.6
2008,41130.73,324312.78,248205.9,90123.695,158835.89,862876.25
2009,41130.73,322748.62,239578.34,89428.77,156581.4,849742.0
2010,41130.73,321184.47,230950.77,88733.84,154326.94,836607.7
2011,41129.527,318990.44,227507.77,86799.41,150593.86,825290.56
2012,41128.33,316796.44,224064.77,84864.97,146860.78,813973.44
2013,41127.125,314602.4,220621.75,82930.54,143127.72,802656.25
2014,41125.926,312408.4,217178.75,80996.1,139394.64,791339.1
2015,41124.723,310214.38,213735.75,79061.664,135661.56,780022.0
2016,41126.305,327752.34,214325.34,76810.81,130149.79,790665.44
2017,41127.89,345290.34,214914.94,74559.96,124638.0,801308.9
2018,41129.473,362828.3,215504.53,72309.12,119126.21,811952.4
2019,41131.06,380366.3,216094.12,70058.266,113614.42,822595.8
2020,41132.64,397904.28,216683.72,67807.414,108102.64,833239.25
