date,dhno3gas,dnh3gas,dnh4total,dno2gas,dno3total,dntotal
1990,5912.617,54238.516,58366.688,12328.057,39941.51,170786.28
1991,5912.617,53314.824,56859.406,12227.623,38670.992,166985.12
1992,5912.617,52391.133,55352.113,12127.189,37400.477,163183.98
1993,5912.617,51467.445,53844.824,12026.756,36129.957,159382.83
1994,5912.617,50543.754,52337.543,11926.322,34859.438,155581.67
1995,5912.617,49620.062,50830.258,11825.889,33588.92,151780.53
1996,5912.617,48696.37,49322.97,11725.455,32318.402,147979.38
1997,5912.617,47772.68,47815.684,11625.021,31047.885,144178.22
1998,5912.617,46848.992,46308.4,11524.588,29777.367,140377.06
1999,5912.617,45925.3,44801.11,11424.154,28506.848,136575.92
2000,5912.617,45001.61,43293.824,11323.721,27236.33,132774.77
2001,5912.617,45555.504,42957.52,11304.885,26654.031,132394.75
2002,5912.617,46109.4,42621.215,11286.05,26071.732,132014.73
2003,5912.617,46663.293,42284.914,11267.214,25489.432,131634.73
2004,5912.617,47217.188,41948.61,11248.379,24907.133,131254.72
2005,5912.617,47771.082,41612.305,11229.543,24324.834,130874.7
2006,5912.617,47519.863,40671.695,11133.332,24397.086,129657.96
2007,5912.617,47268.645,39731.086,11037.121,24469.338,128441.2
2008,5912.617,47017.42,38790.477,10940.909,24541.59,127224.445
2009,5912.617,46766.203,37849.867,10844.698,24613.842,126007.7
2010,5912.617,46514.984,36909.258,10748.487,24686.094,124790.95
2011,5912.617,46408.758,36438.57,10475.69,24147.457,123404.59
2012,5912.617,46302.53,35967.887,10202.894,23608.822,122018.25
2013,5912.617,46196.31,35497.2,9930.097,23070.186,120631.914
2014,5912.617,46090.082,35026.516,9657.3,22531.55,119245.555
2015,5912.617,45983.855,34555.83,9384.503,21992.914,117859.2
2016,5912.617,49115.27,34698.984,9225.975,21114.828,120133.25
2017,5912.617,52246.688,34842.145,9067.446,20236.744,122407.28
2018,5912.617,55378.098,34985.3,8908.917,19358.658,124681.32
2019,5912.617,58509.516,35128.46,8750.389,18480.574,126955.35
2020,5912.617,61640.934,35271.617,8591.86,17602.488,129229.39
