date,dhno3gas,dnh3gas,dnh4total,dno2gas,dno3total,dntotal
1990,425.087,3157.08,4466.391,822.477,2990.895,11861.93
1991,425.087,3116.208,4383.949,825.005,2917.906,11668.153
1992,425.087,3075.334,4301.508,827.533,2844.916,11474.377
1993,425.087,3034.462,4219.066,830.061,2771.926,11280.602
1994,425.087,2993.589,4136.624,832.59,2698.936,11086.825
1995,425.087,2952.716,4054.182,835.118,2625.946,10893.049
1996,425.087,2911.843,3971.741,837.646,2552.956,10699.272
1997,425.087,2870.97,3889.299,840.174,2479.967,10505.496
1998,425.087,2830.097,3806.857,842.702,2406.977,10311.721
1999,425.087,2789.224,3724.415,845.231,2333.987,10117.944
2000,425.087,2748.351,3641.974,847.759,2260.998,9924.168
2001,425.087,2779.669,3578.317,845.854,2191.33,9820.256
2002,425.087,2810.988,3514.66,843.948,2121.661,9716.344
2003,425.087,2842.306,3451.002,842.043,2051.993,9612.432
2004,425.087,2873.624,3387.346,840.138,1982.325,9508.52
2005,425.087,2904.942,3323.688,838.232,1912.657,9404.607
2006,425.087,2898.38,3214.991,830.565,1904.25,9273.272
2007,425.087,2891.818,3106.294,822.898,1895.842,9141.938
2008,425.087,2885.255,2997.596,815.23,1887.435,9010.604
2009,425.087,2878.693,2888.898,807.563,1879.027,8879.269
2010,425.087,2872.131,2780.201,799.896,1870.62,8747.934
2011,425.087,2837.393,2695.562,780.508,1800.15,8538.697
2012,425.087,2802.654,2610.922,761.119,1729.679,8329.461
2013,425.087,2767.916,2526.283,741.731,1659.209,8120.225
2014,425.087,2733.177,2441.644,722.343,1588.739,7910.99
2015,425.087,2698.439,2357.005,702.955,1518.268,7701.753
2016,425.087,2914.381,2374.968,694.79,1464.161,7873.386
2017,425.087,3130.323,2392.932,686.626,1410.054,8045.02
2018,425.087,3346.265,2410.895,678.461,1355.946,8216.653
2019,425.087,3562.206,2428.859,670.297,1301.839,8388.287
2020,425.087,3778.148,2446.822,662.132,1247.732,8559.921
