date,dhno3gas,dnh3gas,dnh4total,dno2gas,dno3total,dntotal
1990,1594.049,4227.604,14253.275,1542.733,10051.137,31668.8
1991,1594.049,4188.797,14098.219,1532.955,9834.096,31248.12
1992,1594.049,4149.99,13943.163,1523.178,9617.055,30827.438
1993,1594.049,4111.184,13788.107,1513.401,9400.015,30406.756
1994,1594.049,4072.377,13633.051,1503.623,9182.974,29986.074
1995,1594.049,4033.57,13477.993,1493.846,8965.933,29565.393
1996,1594.049,3994.764,13322.938,1484.069,8748.893,29144.71
1997,1594.049,3955.956,13167.882,1474.291,8531.852,28724.03
1998,1594.049,3917.15,13012.825,1464.514,8314.811,28303.35
1999,1594.049,3878.343,12857.77,1454.737,8097.77,27882.668
2000,1594.049,3839.536,12702.713,1444.959,7880.729,27461.986
2001,1594.049,3857.967,11994.914,1435.369,7326.886,26209.186
2002,1594.049,3876.398,11287.115,1425.778,6773.043,24956.385
2003,1594.049,3894.828,10579.317,1416.188,6219.201,23703.582
2004,1594.049,3913.259,9871.519,1406.598,5665.358,22450.781
2005,1594.049,3931.69,9163.72,1397.007,5111.515,21197.98
2006,1594.049,3915.702,9257.264,1384.946,5349.916,21501.877
2007,1594.049,3899.715,9350.808,1372.885,5588.318,21805.773
2008,1594.049,3883.728,9444.352,1360.824,5826.719,22109.672
2009,1594.049,3867.74,9537.896,1348.763,6065.12,22413.568
2010,1594.049,3851.753,9631.439,1336.702,6303.522,22717.465
2011,1594.1,3943.486,9213.005,1299.62,5983.231,22033.441
2012,1594.152,4035.218,8794.571,1262.538,5662.94,21349.42
2013,1594.203,4126.951,8376.137,1225.455,5342.65,20665.396
2014,1594.254,4218.684,7957.703,1188.373,5022.36,19981.375
2015,1594.306,4310.416,7539.268,1151.291,4702.069,19297.352
2016,1594.36,4363.062,7738.227,1372.755,4585.745,19654.148
2017,1594.414,4415.708,7937.186,1594.22,4469.419,20010.947
2018,1594.468,4468.354,8136.146,1815.684,4353.095,20367.744
2019,1594.521,4520.999,8335.104,2037.149,4236.77,20724.543
2020,1594.575,4573.645,8534.063,2258.613,4120.445,21081.34
