date,dhno3gas,dnh3gas,dnh4total,dno2gas,dno3total,dntotal
1990,7389.598,82883.74,54241.848,21804.414,40095.258,206269.97
1991,7389.598,82061.38,53892.84,21314.264,39388.625,203921.5
1992,7389.598,81239.02,53543.82,20824.113,38681.99,201573.02
1993,7389.598,80416.664,53194.8,20333.963,37975.355,199224.55
1994,7389.598,79594.305,52845.785,19843.812,37268.72,196876.06
1995,7389.598,78771.95,52496.77,19353.664,36562.086,194527.6
1996,7389.598,77949.59,52147.754,18863.514,35855.453,192179.12
1997,7389.598,77127.234,51798.74,18373.363,35148.816,189830.64
1998,7389.598,76304.875,51449.72,17883.213,34442.184,187482.17
1999,7389.598,75482.516,51100.703,17393.062,33735.547,185133.69
2000,7389.598,74660.16,50751.688,16902.912,33028.914,182785.22
2001,7389.598,74560.78,50231.914,16791.771,32441.162,181481.25
2002,7389.598,74461.41,49712.137,16680.63,31853.408,180177.28
2003,7389.598,74362.03,49192.363,16569.49,31265.654,178873.33
2004,7389.598,74262.66,48672.586,16458.35,30677.9,177569.36
2005,7389.598,74163.28,48152.812,16347.21,30090.146,176265.39
2006,7389.598,74475.445,46787.055,16161.975,29620.215,174572.05
2007,7389.598,74787.62,45421.297,15976.739,29150.275,172878.69
2008,7389.598,75099.78,44055.535,15791.506,28680.34,171185.34
2009,7389.598,75411.95,42689.777,15606.269,28210.402,169491.98
2010,7389.598,75724.12,41324.02,15421.035,27740.467,167798.64
2011,7389.598,74379.39,40681.938,15120.078,27040.854,164804.33
2012,7389.598,73034.664,40039.855,14819.122,26341.24,161810.02
2013,7389.598,71689.945,39397.77,14518.165,25641.629,158815.72
2014,7389.598,70345.22,38755.688,14217.21,24942.016,155821.4
2015,7389.598,69000.49,38113.605,13916.251,24242.402,152827.1
2016,7389.598,73268.56,37980.848,13513.75,23143.797,155552.06
2017,7389.598,77536.625,37848.086,13111.248,22045.191,158277.05
2018,7389.598,81804.695,37715.33,12708.747,20946.586,161002.02
2019,7389.598,86072.76,37582.566,12306.245,19847.98,163727.0
2020,7389.598,90340.83,37449.81,11903.743,18749.375,166451.97
