date,dhno3gas,dnh3gas,dnh4total,dno2gas,dno3total,dntotal
1990,408.294,5081.444,3600.128,1096.034,2553.682,12739.582
1991,408.294,5008.19,3540.264,1080.05,2491.838,12528.636
1992,408.294,4934.934,3480.399,1064.067,2429.994,12317.688
1993,408.294,4861.679,3420.534,1048.084,2368.151,12106.742
1994,408.294,4788.424,3360.669,1032.1,2306.307,11895.795
1995,408.294,4715.169,3300.804,1016.117,2244.464,11684.849
1996,408.294,4641.914,3240.94,1000.134,2182.62,11473.902
1997,408.294,4568.658,3181.075,984.151,2120.776,11262.955
1998,408.294,4495.403,3121.21,968.168,2058.933,11052.009
1999,408.294,4422.148,3061.345,952.184,1997.089,10841.062
2000,408.294,4348.893,3001.48,936.201,1935.246,10630.115
2001,408.294,4363.74,2987.004,935.492,1906.327,10601.708
2002,408.294,4378.586,2972.527,934.783,1877.408,10573.301
2003,408.294,4393.434,2958.05,934.074,1848.489,10544.895
2004,408.294,4408.28,2943.574,933.365,1819.57,10516.487
2005,408.294,4423.127,2929.097,932.656,1790.651,10488.08
2006,408.294,4402.068,2821.988,923.186,1756.316,10317.094
2007,408.294,4381.009,2714.88,913.717,1721.981,10146.107
2008,408.294,4359.95,2607.772,904.247,1687.647,9975.121
2009,408.294,4338.891,2500.663,894.778,1653.312,9804.135
2010,408.294,4317.832,2393.554,885.308,1618.977,9633.148
2011,408.294,4269.031,2375.557,862.596,1590.761,9515.541
2012,408.294,4220.231,2357.56,839.883,1562.545,9397.935
2013,408.294,4171.43,2339.562,817.171,1534.328,9280.327
2014,408.294,4122.629,2321.565,794.459,1506.112,9162.721
2015,408.294,4073.829,2303.567,771.746,1477.896,9045.113
2016,408.294,4278.206,2289.426,753.464,1407.915,9148.627
2017,408.294,4482.583,2275.285,735.182,1337.934,9252.142
2018,408.294,4686.96,2261.144,716.899,1267.954,9355.655
2019,408.294,4891.337,2247.003,698.617,1197.973,9459.17
2020,408.294,5095.714,2232.862,680.334,1127.992,9562.684
