date,dhno3gas,dnh3gas,dnh4total,dno2gas,dno3total,dntotal
1990,3588.628,21985.871,27887.744,10493.29,19081.898,83037.44
1991,3588.628,21715.18,27674.0,10285.314,18787.055,82050.18
1992,3588.628,21444.486,27460.256,10077.338,18492.209,81062.92
1993,3588.628,21173.795,27246.51,9869.362,18197.365,80075.664
1994,3588.628,20903.102,27032.766,9661.387,17902.521,79088.41
1995,3588.628,20632.41,26819.021,9453.41,17607.676,78101.15
1996,3588.628,20361.719,26605.277,9245.435,17312.832,77113.89
1997,3588.628,20091.025,26391.533,9037.459,17017.988,76126.63
1998,3588.628,19820.334,26177.787,8829.483,16723.143,75139.375
1999,3588.628,19549.64,25964.043,8621.507,16428.299,74152.12
2000,3588.628,19278.95,25750.299,8413.531,16133.454,73164.86
2001,3588.628,19539.549,25394.096,8412.867,15744.107,72679.24
2002,3588.628,19800.148,25037.893,8412.202,15354.76,72193.625
2003,3588.628,20060.746,24681.688,8411.538,14965.414,71708.016
2004,3588.628,20321.346,24325.484,8410.873,14576.067,71222.4
2005,3588.628,20581.945,23969.281,8410.209,14186.72,70736.78
2006,3588.628,20491.312,23197.162,8334.87,14020.161,69633.266
2007,3588.628,20400.68,22425.043,8259.531,13853.604,68529.76
2008,3588.628,20310.049,21652.926,8184.192,13687.045,67426.24
2009,3588.628,20219.416,20880.807,8108.854,13520.486,66322.734
2010,3588.628,20128.783,20108.688,8033.514,13353.928,65219.22
2011,3588.628,20026.787,19525.254,7878.671,12861.329,63885.39
2012,3588.628,19924.791,18941.82,7723.828,12368.73,62551.55
2013,3588.628,19822.797,18358.385,7568.984,11876.133,61217.723
2014,3588.628,19720.8,17774.951,7414.141,11383.534,59883.887
2015,3588.628,19618.805,17191.518,7259.297,10890.936,58550.047
2016,3588.069,20720.377,17141.234,7050.571,10418.149,58929.477
2017,3587.509,21821.95,17090.951,6841.845,9945.363,59308.91
2018,3586.95,22923.523,17040.668,6633.119,9472.576,59688.332
2019,3586.39,24025.096,16990.385,6424.392,8999.79,60067.76
2020,3585.831,25126.668,16940.102,6215.666,8527.004,60447.195
