date,dhno3gas,dnh3gas,dnh4total,dno2gas,dno3total,dntotal
1990,583.086,2045.368,7852.57,807.719,5977.796,17266.541
1991,583.086,2018.722,7737.19,809.204,5833.007,16981.21
1992,583.086,1992.076,7621.81,810.688,5688.218,16695.879
1993,583.086,1965.43,7506.429,812.173,5543.429,16410.549
1994,583.086,1938.785,7391.049,813.657,5398.64,16125.218
1995,583.086,1912.139,7275.669,815.142,5253.851,15839.887
1996,583.086,1885.494,7160.288,816.626,5109.062,15554.556
1997,583.086,1858.848,7044.908,818.111,4964.272,15269.224
1998,583.086,1832.202,6929.527,819.595,4819.483,14983.895
1999,583.086,1805.556,6814.147,821.08,4674.694,14698.563
2000,583.086,1778.911,6698.767,822.564,4529.905,14413.232
2001,583.086,1794.537,6661.901,819.476,4468.319,14327.32
2002,583.086,1810.164,6625.036,816.387,4406.734,14241.408
2003,583.086,1825.792,6588.17,813.299,4345.149,14155.494
2004,583.086,1841.418,6551.305,810.21,4283.564,14069.582
2005,583.086,1857.045,6514.439,807.122,4221.978,13983.67
2006,583.086,1837.6,6389.361,800.998,4173.818,13784.864
2007,583.086,1818.154,6264.284,794.874,4125.658,13586.056
2008,583.086,1798.709,6139.206,788.751,4077.498,13387.25
2009,583.086,1779.264,6014.129,782.627,4029.338,13188.443
2010,583.086,1759.818,5889.052,776.504,3981.177,12989.637
2011,583.086,1757.796,5837.085,753.415,3901.073,12832.454
2012,583.086,1755.773,5785.118,730.326,3820.968,12675.271
2013,583.086,1753.751,5733.152,707.238,3740.864,12518.09
2014,583.086,1751.728,5681.185,684.149,3660.759,12360.907
2015,583.086,1749.706,5629.218,661.061,3580.655,12203.725
2016,583.086,1898.045,5635.551,655.686,3421.325,12193.691
2017,583.086,2046.384,5641.884,650.311,3261.994,12183.659
2018,583.086,2194.723,5648.218,644.936,3102.664,12173.626
2019,583.086,2343.062,5654.551,639.562,2943.334,12163.594
2020,583.086,2491.4,5660.884,634.187,2784.004,12153.561
