date,dhno3gas,dnh3gas,dnh4total,dno2gas,dno3total,dntotal
1990,97685.95,759729.6,761278.0,273352.94,553983.44,2445528.8
1991,97685.95,751700.8,753553.4,267938.38,543094.44,2413542.2
1992,97685.95,743671.94,745828.75,262523.8,532205.44,2381556.0
1993,97685.95,735643.1,738104.1,257109.28,521316.47,2349569.5
1994,97685.95,727614.25,730379.5,251694.72,510427.44,2317583.0
1995,97685.95,719585.44,722654.9,246280.17,499538.47,2285596.5
1996,97685.95,711556.6,714930.25,240865.6,488649.53,2253610.2
1997,97685.95,703527.75,707205.6,235451.06,477760.5,2221623.8
1998,97685.95,695498.94,699481.0,230036.48,466871.5,2189637.2
1999,97685.95,687470.06,691756.4,224621.92,455982.53,2157651.0
2000,97685.95,679441.25,684031.75,219207.38,445093.53,2125664.5
2001,97685.95,679302.75,674207.94,218149.05,435102.3,2104719.8
2002,97685.95,679164.25,664384.1,217090.69,425111.12,2083775.2
2003,97685.95,679025.7,654560.4,216032.33,415119.9,2062830.6
2004,97685.95,678887.2,644736.56,214974.0,405128.72,2041885.9
2005,97685.95,678748.7,634912.75,213915.66,395137.5,2020941.2
2006,97710.63,676575.56,619007.6,212120.11,390632.34,1996612.9
2007,97735.32,674402.5,603102.44,210324.58,386127.16,1972284.4
2008,97760.0,672229.4,587197.3,208529.03,381622.0,1947955.9
2009,97784.69,670056.3,571292.1,206733.5,377116.8,1923627.4
2010,97809.37,667883.2,555387.0,204937.95,372611.66,1899299.0
2011,97814.164,662501.94,546940.9,200791.64,363318.28,1872026.4
2012,97818.96,657120.7,538494.8,196645.33,354024.94,1844754.0
2013,97823.76,651739.5,530048.75,192499.02,344731.56,1817481.4
2014,97828.555,646358.25,521602.62,188352.7,335438.22,1790208.9
2015,97833.35,640977.0,513156.56,184206.39,326144.84,1762936.4
2016,97829.7,678291.2,512570.22,178488.0,311825.56,1780151.9
2017,97826.055,715605.4,511983.94,172769.62,297506.28,1797367.4
2018,97822.414,752919.5,511397.6,167051.23,283187.0,1814582.6
2019,97818.766,790233.7,510811.28,161332.86,268867.72,1831798.1
2020,97815.12,827547.9,510224.94,155614.47,254548.42,1849013.6
