date,dhno3gas,dnh3gas,dnh4total,dno2gas,dno3total,dntotal
1990,17162.977,54202.344,129873.22,41753.05,90441.88,333437.78
1991,17162.977,53628.918,127339.63,41104.33,88039.5,327279.84
1992,17162.977,53055.492,124806.08,40455.61,85637.12,321121.94
1993,17162.977,52482.07,122272.516,39806.887,83234.73,314964.0
1994,17162.977,51908.645,119738.945,39158.164,80832.34,308806.1
1995,17162.977,51335.223,117205.375,38509.445,78429.96,302648.16
1996,17162.977,50761.8,114671.805,37860.723,76027.58,296490.22
1997,17162.977,50188.375,112138.25,37212.0,73625.195,290332.3
1998,17162.977,49614.953,109604.69,36563.277,71222.805,284174.38
1999,17162.977,49041.527,107071.11,35914.56,68820.42,278016.47
2000,17162.977,48468.105,104537.55,35265.836,66418.04,271858.53
2001,17162.977,48302.523,102988.25,35287.88,64526.695,268274.62
2002,17162.977,48136.94,101438.95,35309.92,62635.34,264690.75
2003,17162.977,47971.355,99889.66,35331.96,60743.992,261106.84
2004,17162.977,47805.773,98340.36,35354.004,58852.645,257522.94
2005,17162.977,47640.19,96791.06,35376.047,56961.3,253939.08
2006,17190.438,47337.992,94316.39,35089.17,56791.8,250731.78
2007,17217.9,47035.793,91841.72,34802.293,56622.305,247524.5
2008,17245.361,46733.594,89367.05,34515.418,56452.805,244317.2
2009,17272.824,46431.395,86892.375,34228.54,56283.316,241109.94
2010,17300.285,46129.195,84417.7,33941.664,56113.816,237902.67
2011,17302.232,45722.176,82825.11,33120.79,54544.59,233516.47
2012,17304.18,45315.156,81232.516,32299.914,52975.35,229130.3
2013,17306.125,44908.14,79639.93,31479.037,51406.12,224744.1
2014,17308.072,44501.12,78047.336,30658.164,49836.887,220357.89
2015,17310.02,44094.1,76454.74,29837.287,48267.656,215971.72
2016,17313.547,45886.723,77976.61,29341.162,46877.35,217417.03
2017,17317.074,47679.348,79498.48,28845.04,45487.047,218862.39
2018,17320.6,49471.97,81020.35,28348.916,44096.742,220307.72
2019,17324.127,51264.594,82542.22,27852.791,42706.438,221753.06
2020,17327.654,53057.215,84064.086,27356.666,41316.133,223198.4
