date,dhno3gas,dnh3gas,dnh4total,dno2gas,dno3total,dntotal
1990,980.66,10497.738,9776.355,1920.672,7168.951,30331.252
1991,980.66,10362.582,9669.539,1907.64,7015.102,29923.775
1992,980.66,10227.426,9562.722,1894.608,6861.254,29516.297
1993,980.66,10092.27,9455.904,1881.576,6707.406,29108.826
1994,980.66,9957.114,9349.088,1868.544,6553.558,28701.348
1995,980.66,9821.958,9242.271,1855.511,6399.709,28293.871
1996,980.66,9686.802,9135.454,1842.479,6245.86,27886.4
1997,980.66,9551.646,9028.637,1829.447,6092.012,27478.922
1998,980.66,9416.49,8921.82,1816.415,5938.164,27071.447
1999,980.66,9281.334,8815.004,1803.383,5784.315,26663.97
2000,980.66,9146.178,8708.187,1790.351,5630.467,26256.496
2001,980.66,9234.159,8687.364,1783.996,5560.64,26247.648
2002,980.66,9322.141,8666.541,1777.641,5490.812,26238.803
2003,980.66,9410.123,8645.719,1771.286,5420.985,26229.955
2004,980.66,9498.104,8624.896,1764.931,5351.158,26221.11
2005,980.66,9586.086,8604.073,1758.577,5281.331,26212.262
2006,980.66,9607.218,8327.99,1742.646,5200.354,25860.2
2007,980.66,9628.351,8051.906,1726.715,5119.376,25508.135
2008,980.66,9649.482,7775.823,1710.784,5038.4,25156.072
2009,980.66,9670.615,7499.74,1694.852,4957.423,24804.008
2010,980.66,9691.747,7223.657,1678.922,4876.446,24451.945
2011,980.66,9507.309,7093.302,1635.315,4743.273,23960.27
2012,980.66,9322.87,6962.948,1591.708,4610.1,23468.596
2013,980.66,9138.433,6832.594,1548.101,4476.927,22976.92
2014,980.66,8953.994,6702.239,1504.495,4343.753,22485.246
2015,980.66,8769.556,6571.885,1460.888,4210.581,21993.57
2016,980.66,9344.669,6582.127,1448.651,4035.036,22396.213
2017,980.66,9919.782,6592.369,1436.414,3859.491,22798.855
2018,980.66,10494.895,6602.611,1424.177,3683.947,23201.496
2019,980.66,11070.008,6612.854,1411.94,3508.402,23604.139
2020,980.66,11645.121,6623.096,1399.704,3332.857,24006.781
