date,dhno3gas,dnh3gas,dnh4total,dno2gas,dno3total,dntotal
1990,85.039,88.742,1623.764,174.605,1382.14,3354.29
1991,85.039,88.308,1598.037,174.248,1360.95,3306.583
1992,85.039,87.875,1572.311,173.891,1339.76,3258.876
1993,85.039,87.442,1546.584,173.534,1318.57,3211.169
1994,85.039,87.008,1520.857,173.177,1297.38,3163.462
1995,85.039,86.575,1495.131,172.82,1276.19,3115.755
1996,85.039,86.142,1469.404,172.463,1255.001,3068.049
1997,85.039,85.709,1443.678,172.106,1233.811,3020.342
1998,85.039,85.275,1417.951,171.749,1212.621,2972.635
1999,85.039,84.842,1392.224,171.392,1191.431,2924.928
2000,85.039,84.409,1366.498,171.035,1170.241,2877.221
2001,85.039,83.702,1339.775,170.315,1141.174,2820.005
2002,85.039,82.995,1313.053,169.594,1112.107,2762.788
2003,85.039,82.288,1286.33,168.874,1083.041,2705.571
2004,85.039,81.581,1259.607,168.153,1053.974,2648.354
2005,85.039,80.874,1232.885,167.432,1024.907,2591.137
2006,85.039,80.152,1236.06,166.09,1038.936,2606.277
2007,85.039,79.43,1239.236,164.747,1052.965,2621.417
2008,85.039,78.708,1242.412,163.404,1066.994,2636.557
2009,85.039,77.986,1245.588,162.061,1081.024,2651.696
2010,85.039,77.264,1248.763,160.718,1095.053,2666.836
2011,85.039,77.02,1224.991,156.117,1064.679,2607.846
2012,85.039,76.777,1201.218,151.517,1034.305,2548.856
2013,85.039,76.533,1177.446,146.917,1003.932,2489.866
2014,85.039,76.289,1153.673,142.316,973.558,2430.876
2015,85.039,76.045,1129.901,137.716,943.184,2371.885
2016,85.039,107.442,1097.466,135.16,900.785,2325.892
2017,85.039,138.839,1065.031,132.604,858.386,2279.898
2018,85.039,170.235,1032.596,130.047,815.987,2233.904
2019,85.039,201.632,1000.161,127.491,773.588,2187.911
2020,85.039,233.028,967.726,124.935,731.189,2141.918
