date,dhno3gas,dnh3gas,dnh4total,dno2gas,dno3total,dntotal
1990,1237.358,10225.886,9020.002,3444.551,7032.406,30948.21
1991,1237.358,10141.095,8971.559,3377.468,6910.415,30626.72
1992,1237.358,10056.304,8923.115,3310.386,6788.423,30305.232
1993,1237.358,9971.513,8874.671,3243.304,6666.431,29983.738
1994,1237.358,9886.722,8826.228,3176.221,6544.44,29662.25
1995,1237.358,9801.932,8777.784,3109.139,6422.449,29340.758
1996,1237.358,9717.141,8729.341,3042.056,6300.458,29019.268
1997,1237.358,9632.35,8680.897,2974.974,6178.466,28697.775
1998,1237.358,9547.559,8632.453,2907.892,6056.475,28376.285
1999,1237.358,9462.768,8584.01,2840.809,5934.483,28054.793
2000,1237.358,9377.977,8535.566,2773.727,5812.492,27733.305
2001,1237.358,9349.781,8420.184,2748.761,5721.535,27475.549
2002,1237.358,9321.586,8304.802,2723.795,5630.577,27217.793
2003,1237.358,9293.391,8189.419,2698.829,5539.619,26960.04
2004,1237.358,9265.195,8074.037,2673.863,5448.661,26702.283
2005,1237.358,9237.0,7958.654,2648.898,5357.704,26444.527
2006,1237.358,9186.28,7814.939,2625.052,5270.555,26139.254
2007,1237.358,9135.561,7671.225,2601.208,5183.406,25833.98
2008,1237.358,9084.842,7527.51,2577.363,5096.257,25528.707
2009,1237.358,9034.122,7383.795,2553.518,5009.109,25223.434
2010,1237.358,8983.402,7240.081,2529.673,4921.96,24918.16
2011,1237.358,8901.055,7137.713,2484.768,4797.795,24564.79
2012,1237.358,8818.706,7035.345,2439.864,4673.63,24211.418
2013,1237.358,8736.358,6932.977,2394.959,4549.464,23858.047
2014,1237.358,8654.01,6830.609,2350.054,4425.299,23504.676
2015,1237.358,8571.662,6728.241,2305.149,4301.134,23151.305
2016,1237.358,9201.479,6613.033,2230.813,4059.656,23355.182
2017,1237.358,9831.294,6497.826,2156.477,3818.178,23559.059
2018,1237.358,10461.11,6382.618,2082.14,3576.7,23762.938
2019,1237.358,11090.926,6267.411,2007.804,3335.221,23966.814
2020,1237.358,11720.742,6152.203,1933.468,3093.743,24170.691
