date,dhno3gas,dnh3gas,dnh4total,dno2gas,dno3total,dntotal
1990,231.578,3608.62,1964.321,536.552,1422.596,7759.614
1991,231.578,3565.219,1954.142,528.212,1401.693,7677.198
1992,231.578,3521.819,1943.963,519.872,1380.791,7594.782
1993,231.578,3478.419,1933.784,511.533,1359.889,7512.366
1994,231.578,3435.018,1923.605,503.193,1338.987,7429.951
1995,231.578,3391.618,1913.427,494.853,1318.085,7347.535
1996,231.578,3348.218,1903.248,486.513,1297.183,7265.119
1997,231.578,3304.818,1893.069,478.174,1276.281,7182.704
1998,231.578,3261.417,1882.89,469.834,1255.379,7100.287
1999,231.578,3218.017,1872.712,461.494,1234.477,7017.872
2000,231.578,3174.617,1862.533,453.154,1213.575,6935.456
2001,231.578,3172.861,1853.208,452.366,1199.579,6909.592
2002,231.578,3171.106,1843.883,451.578,1185.583,6883.727
2003,231.578,3169.35,1834.558,450.79,1171.588,6857.862
2004,231.578,3167.595,1825.232,450.002,1157.592,6831.998
2005,231.578,3165.839,1815.907,449.213,1143.596,6806.134
2006,231.578,3160.897,1746.81,446.503,1113.015,6698.803
2007,231.578,3155.955,1677.713,443.792,1082.434,6591.472
2008,231.578,3151.012,1608.615,441.082,1051.854,6484.141
2009,231.578,3146.07,1539.518,438.371,1021.273,6376.81
2010,231.578,3141.127,1470.421,435.661,990.692,6269.478
2011,231.578,3119.09,1449.324,425.344,966.875,6192.389
2012,231.578,3097.052,1428.227,415.028,943.059,6115.3
2013,231.578,3075.014,1407.13,404.712,919.243,6038.211
2014,231.578,3052.977,1386.032,394.395,895.427,5961.122
2015,231.578,3030.939,1364.935,384.079,871.611,5884.032
2016,231.578,3199.432,1356.164,376.116,830.709,5997.645
2017,231.578,3367.924,1347.393,368.153,789.808,6111.258
2018,231.578,3536.417,1338.622,360.19,748.907,6224.87
2019,231.578,3704.91,1329.851,352.227,708.005,6338.483
2020,231.578,3873.402,1321.08,344.264,667.104,6452.096
