date,dhno3gas,dnh3gas,dnh4total,dno2gas,dno3total,dntotal
1990,37.041,197.215,348.836,52.447,268.641,904.179
1991,37.041,194.903,344.553,52.709,262.44,891.646
1992,37.041,192.592,340.27,52.97,256.239,879.112
1993,37.041,190.28,335.986,53.232,250.038,866.579
1994,37.041,187.969,331.703,53.494,243.838,854.045
1995,37.041,185.657,327.42,53.756,237.637,841.512
1996,37.041,183.346,323.137,54.018,231.436,828.978
1997,37.041,181.034,318.854,54.28,225.235,816.445
1998,37.041,178.723,314.571,54.541,219.035,803.911
1999,37.041,176.411,310.288,54.803,212.834,791.378
2000,37.041,174.1,306.005,55.065,206.633,778.844
2001,37.041,175.426,309.137,54.704,208.054,784.363
2002,37.041,176.752,312.27,54.344,209.476,789.883
2003,37.041,178.079,315.402,53.983,210.897,795.402
2004,37.041,179.405,318.534,53.622,212.318,800.922
2005,37.041,180.731,321.666,53.262,213.74,806.441
2006,37.041,180.076,312.385,52.903,208.86,791.265
2007,37.041,179.422,303.104,52.544,203.98,776.09
2008,37.041,178.767,293.822,52.185,199.099,760.915
2009,37.041,178.112,284.541,51.826,194.219,745.739
2010,37.041,177.457,275.26,51.467,189.339,730.564
2011,37.041,173.641,272.674,49.952,185.476,718.784
2012,37.041,169.824,270.089,48.436,181.614,707.005
2013,37.041,166.008,267.504,46.921,177.751,695.226
2014,37.041,162.192,264.918,45.406,173.889,683.446
2015,37.041,158.376,262.333,43.891,170.026,671.667
2016,37.041,171.339,261.13,43.936,162.18,675.625
2017,37.041,184.302,259.927,43.981,154.333,679.584
2018,37.041,197.265,258.724,44.026,146.486,683.542
2019,37.041,210.228,257.521,44.071,138.639,687.501
2020,37.041,223.191,256.318,44.116,130.792,691.459
