date,dhno3gas,dnh3gas,dnh4total,dno2gas,dno3total,dntotal
1990,35.856,32.399,631.157,51.458,552.475,1303.345
1991,35.856,32.129,620.296,51.572,544.513,1284.366
1992,35.856,31.86,609.436,51.686,536.55,1265.387
1993,35.856,31.59,598.575,51.8,528.588,1246.408
1994,35.856,31.32,587.714,51.914,520.625,1227.429
1995,35.856,31.051,576.854,52.028,512.663,1208.45
1996,35.856,30.781,565.993,52.142,504.7,1189.472
1997,35.856,30.511,555.132,52.256,496.738,1170.493
1998,35.856,30.242,544.272,52.369,488.776,1151.514
1999,35.856,29.972,533.411,52.483,480.813,1132.535
2000,35.856,29.702,522.55,52.597,472.851,1113.556
2001,35.856,29.711,526.194,52.323,466.478,1110.561
2002,35.856,29.719,529.837,52.048,460.105,1107.566
2003,35.856,29.728,533.481,51.774,453.732,1104.57
2004,35.856,29.736,537.124,51.5,447.359,1101.575
2005,35.856,29.744,540.768,51.225,440.986,1098.58
2006,35.856,29.746,536.051,50.942,442.272,1094.867
2007,35.856,29.747,531.334,50.659,443.559,1091.154
2008,35.856,29.748,526.616,50.376,444.845,1087.441
2009,35.856,29.749,521.899,50.093,446.131,1083.728
2010,35.856,29.75,517.182,49.81,447.418,1080.014
2011,35.856,30.059,508.799,48.327,440.3,1063.34
2012,35.856,30.368,500.415,46.844,433.183,1046.666
2013,35.856,30.677,492.032,45.361,426.066,1029.992
2014,35.856,30.986,483.649,43.878,418.949,1013.318
2015,35.856,31.295,475.266,42.395,411.832,996.643
2016,35.856,38.747,469.582,42.006,396.087,982.278
2017,35.856,46.2,463.898,41.618,380.342,967.913
2018,35.856,53.652,458.214,41.229,364.597,953.548
2019,35.856,61.104,452.53,40.841,348.852,939.183
2020,35.856,68.557,446.846,40.452,333.107,924.818
