date,dhno3gas,dnh3gas,dnh4total,dno2gas,dno3total,dntotal
1990,682.59,4424.49,6761.711,1656.511,4610.148,18135.45
1991,682.59,4367.816,6691.002,1650.042,4528.275,17919.725
1992,682.59,4311.142,6620.294,1643.573,4446.402,17704.0
1993,682.59,4254.467,6549.585,1637.104,4364.529,17488.275
1994,682.59,4197.792,6478.876,1630.635,4282.657,17272.55
1995,682.59,4141.118,6408.167,1624.166,4200.784,17056.824
1996,682.59,4084.444,6337.458,1617.697,4118.911,16841.1
1997,682.59,4027.77,6266.749,1611.228,4037.038,16625.375
1998,682.59,3971.095,6196.04,1604.76,3955.166,16409.65
1999,682.59,3914.421,6125.332,1598.291,3873.293,16193.927
2000,682.59,3857.746,6054.623,1591.822,3791.42,15978.201
2001,682.59,3909.632,5970.91,1589.412,3698.692,15851.236
2002,682.59,3961.519,5887.197,1587.002,3605.964,15724.272
2003,682.59,4013.405,5803.484,1584.592,3513.236,15597.308
2004,682.59,4065.292,5719.772,1582.182,3420.508,15470.343
2005,682.59,4117.178,5636.059,1579.772,3327.779,15343.378
2006,682.59,4102.979,5464.657,1566.0,3301.679,15117.904
2007,682.59,4088.781,5293.256,1552.228,3275.578,14892.432
2008,682.59,4074.582,5121.855,1538.456,3249.477,14666.96
2009,682.59,4060.384,4950.454,1524.684,3223.376,14441.488
2010,682.59,4046.185,4779.052,1510.912,3197.276,14216.015
2011,682.59,3993.952,4644.202,1476.328,3082.29,13879.361
2012,682.59,3941.72,4509.351,1441.745,2967.303,13542.709
2013,682.59,3889.487,4374.5,1407.161,2852.317,13206.055
2014,682.59,3837.254,4239.649,1372.578,2737.331,12869.401
2015,682.59,3785.022,4104.798,1337.994,2622.344,12532.748
2016,682.59,4032.674,4103.431,1304.989,2513.998,12638.867
2017,682.59,4280.326,4102.062,1271.984,2405.652,12744.986
2018,682.59,4527.978,4100.695,1238.979,2297.306,12851.106
2019,682.59,4775.629,4099.327,1205.974,2188.96,12957.226
2020,682.59,5023.281,4097.959,1172.969,2080.614,13063.345
