date,dhno3gas,dnh3gas,dnh4total,dno2gas,dno3total,dntotal
1990,39.646,122.167,413.312,27.059,291.681,893.865
1991,39.646,121.086,411.556,26.955,287.096,886.338
1992,39.646,120.005,409.8,26.85,282.51,878.811
1993,39.646,118.924,408.043,26.746,277.924,871.284
1994,39.646,117.843,406.287,26.641,273.339,863.756
1995,39.646,116.763,404.531,26.536,268.753,856.229
1996,39.646,115.682,402.775,26.432,264.167,848.702
1997,39.646,114.601,401.018,26.327,259.582,841.175
1998,39.646,113.52,399.262,26.223,254.996,833.647
1999,39.646,112.439,397.506,26.118,250.411,826.12
2000,39.646,111.358,395.75,26.014,245.825,818.593
2001,39.646,112.616,377.585,25.855,230.664,786.368
2002,39.646,113.874,359.421,25.697,215.504,754.142
2003,39.646,115.132,341.257,25.538,200.344,721.917
2004,39.646,116.39,323.093,25.38,185.183,689.692
2005,39.646,117.648,304.928,25.222,170.023,657.467
2006,39.646,117.527,303.547,25.049,174.987,660.756
2007,39.646,117.406,302.166,24.876,179.951,664.046
2008,39.646,117.286,300.785,24.703,184.916,667.336
2009,39.646,117.165,299.404,24.53,189.88,670.625
2010,39.646,117.044,298.022,24.358,194.844,673.915
2011,39.646,117.106,287.153,23.673,186.211,653.789
2012,39.646,117.166,276.283,22.988,177.578,633.662
2013,39.646,117.228,265.414,22.304,168.945,613.536
2014,39.646,117.289,254.544,21.619,160.312,593.41
2015,39.646,117.35,243.674,20.934,151.679,573.284
2016,39.646,121.716,251.048,20.809,148.332,581.551
2017,39.646,126.082,258.422,20.683,144.984,589.817
2018,39.646,130.448,265.795,20.558,141.636,598.084
2019,39.646,134.814,273.169,20.432,138.288,606.35
2020,39.646,139.181,280.543,20.306,134.941,614.617
